Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Name,State,County,Tract
6403,49.4,7.2,9.0,10.1,10.6,5.3,7.0,20.0,15.2,4.5,3.2,3.0,3.4,1.3,35.3,68.2,3.0,3.4,15.1,0.0,7.7,2.7,1400000US06065041808,"Census Tract 418.08, Riverside County, California",6,65,41808
5919,49.2,5.1,5.2,8.2,8.9,11.2,10.6,12.7,16.3,8.5,5.2,4.1,2.9,1.2,36.0,61.1,11.2,0.0,5.6,0.0,18.4,3.7,1400000US06065042214,"Census Tract 422.14, Riverside County, California",6,65,42214
4113,51.3,5.7,4.9,8.6,12.6,7.6,9.1,12.9,15.0,7.7,4.8,6.1,3.6,1.3,36.6,59.1,8.1,0.0,3.0,4.7,21.8,3.3,1400000US06065042403,"Census Tract 424.03, Riverside County, California",6,65,42403
2885,45.5,7.7,10.1,11.1,7.1,6.2,19.2,9.2,12.2,5.1,6.0,1.9,3.7,0.5,29.8,53.4,20.6,0.0,1.0,0.0,19.7,5.3,1400000US06065042409,"Census Tract 424.09, Riverside County, California",6,65,42409
3782,51.8,9.9,11.4,9.6,9.8,12.9,13.0,14.3,8.5,3.5,2.0,3.9,0.8,0.4,23.6,58.9,12.1,0.0,0.4,0.0,21.3,7.2,1400000US06065042511,"Census Tract 425.11, Riverside County, California",6,65,42511
4941,50.3,3.8,7.7,4.9,9.6,8.5,10.3,14.6,14.3,5.6,6.6,7.8,3.7,2.7,39.5,27.0,0.1,0.2,54.0,1.3,14.9,2.6,1400000US06037408212,"Census Tract 4082.12, Los Angeles County, California",6,37,408212
5297,51.3,5.5,3.7,3.5,5.6,10.0,15.2,15.9,15.1,6.0,6.8,6.6,3.4,2.7,38.6,23.9,1.5,0.1,63.4,0.0,9.9,1.2,1400000US06037408626,"Census Tract 4086.26, Los Angeles County, California",6,37,408626
6135,46.5,3.7,4.3,8.6,11.0,5.9,6.4,16.3,17.8,2.9,6.1,6.6,6.0,4.3,41.4,32.7,4.9,0.0,50.8,0.0,6.0,5.6,1400000US06037431800,"Census Tract 4318, Los Angeles County, California",6,37,431800
4842,46.7,7.0,6.2,5.3,11.3,10.7,8.4,15.8,15.0,8.2,3.1,5.8,3.4,0.0,36.3,56.8,37.2,0.2,2.0,0.0,2.1,1.7,1400000US06037460302,"Census Tract 4603.02, Los Angeles County, California",6,37,460302
2203,48.4,4.4,3.8,1.7,4.1,3.6,11.7,18.8,11.8,3.5,7.5,12.1,11.9,5.0,46.8,73.8,3.4,0.9,18.7,0.0,1.1,2.2,1400000US06037463700,"Census Tract 4637, Los Angeles County, California",6,37,463700
3428,53.6,2.6,5.7,10.9,17.2,4.0,5.6,9.7,18.9,10.2,4.9,7.9,1.2,1.2,41.4,61.3,9.0,0.4,17.0,0.0,8.5,3.8,1400000US06037400205,"Census Tract 4002.05, Los Angeles County, California",6,37,400205
2219,44.1,0.0,0.0,0.0,70.4,23.9,4.6,0.3,0.4,0.0,0.0,0.4,0.0,0.0,19.3,61.2,4.9,0.0,18.7,0.3,8.4,6.5,1400000US06037402404,"Census Tract 4024.04, Los Angeles County, California",6,37,402404
1938,51.6,1.2,9.8,6.0,10.0,1.5,9.9,12.3,19.4,8.3,9.0,7.3,5.4,0.0,44.7,74.4,2.0,0.0,19.4,0.0,1.9,2.4,1400000US06037108104,"Census Tract 1081.04, Los Angeles County, California",6,37,108104
2268,45.8,3.7,5.6,6.3,9.0,7.0,5.6,7.8,19.0,5.9,10.4,7.6,7.7,4.3,48.1,72.1,3.2,0.0,10.3,0.0,8.3,6.1,1400000US06037113301,"Census Tract 1133.01, Los Angeles County, California",6,37,113301
3652,49.9,5.9,6.7,6.0,7.2,6.6,12.4,16.3,14.2,5.4,7.4,3.0,6.7,2.4,38.1,54.5,3.3,0.4,14.0,0.9,19.4,7.5,1400000US06037117303,"Census Tract 1173.03, Los Angeles County, California",6,37,117303
4036,50.7,3.0,3.7,4.1,6.2,7.7,27.3,15.1,10.1,7.5,9.4,4.2,1.6,0.1,33.1,52.0,9.8,2.3,9.7,0.0,23.3,2.9,1400000US06037190510,"Census Tract 1905.10, Los Angeles County, California",6,37,190510
3557,54.5,6.2,5.6,7.2,6.8,10.0,15.0,18.6,16.0,6.5,3.3,3.7,1.1,0.0,34.5,29.2,2.8,1.3,22.7,0.0,42.1,1.8,1400000US06037192620,"Census Tract 1926.20, Los Angeles County, California",6,37,192620
3925,52.9,3.9,2.8,7.7,7.0,3.2,13.8,23.0,16.6,6.8,4.0,4.7,5.3,1.2,39.4,69.2,1.9,0.9,11.9,0.0,14.3,1.8,1400000US06037197410,"Census Tract 1974.10, Los Angeles County, California",6,37,197410
3301,46.3,8.0,6.0,9.8,6.3,10.0,15.1,15.6,12.3,4.6,3.1,6.0,2.3,0.9,32.5,68.4,1.9,2.5,1.0,0.5,24.8,1.0,1400000US06037203710,"Census Tract 2037.10, Los Angeles County, California",6,37,203710
7085,46.4,4.8,4.6,3.3,8.5,13.3,22.4,15.9,13.5,6.1,2.4,2.1,1.8,1.2,31.3,58.0,13.2,1.5,15.3,1.1,8.3,2.6,1400000US06037577000,"Census Tract 5770, Los Angeles County, California",6,37,577000
3686,51.3,7.5,2.3,10.6,6.0,5.3,15.5,11.0,14.6,6.4,4.9,8.9,4.7,2.1,36.9,93.7,0.5,0.0,0.4,0.0,3.5,2.0,1400000US06037599000,"Census Tract 5990, Los Angeles County, California",6,37,599000
5116,48.0,9.1,7.5,7.7,4.7,8.7,18.7,13.4,13.2,6.5,3.1,4.5,1.7,1.3,29.6,19.1,56.2,0.0,2.9,0.8,17.0,4.1,1400000US06037601303,"Census Tract 6013.03, Los Angeles County, California",6,37,601303
6050,48.1,7.6,11.5,6.9,9.1,10.3,12.4,19.0,11.2,3.9,1.0,4.3,2.4,0.4,29.2,46.9,29.2,0.0,3.1,1.5,15.1,4.1,1400000US06037602104,"Census Tract 6021.04, Los Angeles County, California",6,37,602104
4365,56.4,2.3,1.4,1.3,4.2,4.9,31.2,25.2,12.3,4.9,2.0,2.5,5.2,2.6,37.0,78.8,3.8,0.0,3.9,0.0,6.2,7.3,1400000US06037189500,"Census Tract 1895, Los Angeles County, California",6,37,189500
8431,46.3,5.9,6.6,7.3,6.4,4.6,16.0,16.3,15.5,4.2,5.0,6.0,3.7,2.6,38.3,27.5,4.3,0.2,56.0,0.0,6.4,5.6,1400000US06037650602,"Census Tract 6506.02, Los Angeles County, California",6,37,650602
6508,51.4,4.3,4.6,7.9,6.1,8.7,12.9,21.9,15.3,5.5,4.0,5.3,2.5,1.1,39.2,45.2,2.0,0.5,31.7,0.0,14.4,6.2,1400000US06037650902,"Census Tract 6509.02, Los Angeles County, California",6,37,650902
3324,46.1,6.0,5.5,3.4,6.3,7.5,12.2,15.7,18.2,5.6,5.4,9.1,4.0,1.1,40.3,71.1,6.2,0.0,11.0,0.4,7.3,4.0,1400000US06037131200,"Census Tract 1312, Los Angeles County, California",6,37,131200
5721,46.8,7.6,5.5,7.9,7.8,8.4,13.7,13.4,13.0,6.6,5.9,6.6,2.6,1.0,34.6,53.8,1.1,0.0,15.0,0.0,27.0,3.1,1400000US06037131600,"Census Tract 1316, Los Angeles County, California",6,37,131600
5395,53.8,7.9,5.4,8.5,11.3,7.7,13.4,15.2,16.8,3.2,3.0,4.2,1.6,1.8,31.5,54.9,1.4,0.5,8.1,0.0,29.0,6.0,1400000US06037132700,"Census Tract 1327, Los Angeles County, California",6,37,132700
3860,49.5,9.4,6.5,5.3,4.4,5.3,11.3,16.2,17.5,5.9,2.8,9.5,3.7,2.3,40.1,52.8,3.7,0.2,31.3,0.0,6.4,5.6,1400000US06037181300,"Census Tract 1813, Los Angeles County, California",6,37,181300
3334,52.3,6.1,6.2,7.4,7.0,6.8,13.1,21.7,13.7,4.4,1.9,8.1,3.1,0.3,35.8,58.4,0.3,2.1,20.1,0.0,18.2,1.0,1400000US06037183300,"Census Tract 1833, Los Angeles County, California",6,37,183300
2982,50.3,6.6,6.4,8.1,9.9,7.7,11.6,15.5,18.6,4.4,2.2,5.8,2.7,0.5,34.8,57.8,0.2,0.2,8.9,0.0,29.7,3.1,1400000US06037183510,"Census Tract 1835.10, Los Angeles County, California",6,37,183510
4185,51.3,8.1,7.1,9.1,7.6,9.5,20.0,12.2,10.1,5.6,3.9,4.6,1.4,0.7,29.1,70.5,2.8,0.4,3.7,0.0,20.4,2.2,1400000US06037183810,"Census Tract 1838.10, Los Angeles County, California",6,37,183810
4412,50.5,5.1,5.7,5.8,5.3,9.2,15.4,21.5,14.4,4.8,4.1,4.1,3.9,0.7,37.0,59.0,2.0,0.2,10.5,0.0,26.3,2.0,1400000US06037188100,"Census Tract 1881, Los Angeles County, California",6,37,188100
5502,46.7,8.1,5.8,8.6,7.9,5.2,10.9,13.6,17.1,4.7,3.3,7.8,3.4,3.5,39.5,36.9,6.6,0.1,16.4,1.1,37.0,1.9,1400000US06037406601,"Census Tract 4066.01, Los Angeles County, California",6,37,406601
5188,47.6,3.0,12.2,11.2,7.5,6.4,11.1,14.1,12.9,4.2,5.7,6.9,3.4,1.2,34.2,50.2,1.8,0.0,17.1,0.0,23.5,7.4,1400000US06037406602,"Census Tract 4066.02, Los Angeles County, California",6,37,406602
4236,52.6,4.8,6.4,8.2,13.4,7.1,12.3,14.7,12.5,5.9,2.5,7.0,4.5,0.7,33.4,66.3,0.4,0.6,13.2,0.0,18.8,0.6,1400000US06037407301,"Census Tract 4073.01, Los Angeles County, California",6,37,407301
6257,48.3,5.3,5.8,7.5,11.1,9.6,12.8,13.9,15.5,4.2,4.4,6.1,3.1,0.8,33.7,66.1,2.3,0.2,10.9,0.0,18.5,2.0,1400000US06037407702,"Census Tract 4077.02, Los Angeles County, California",6,37,407702
2327,54.4,4.3,5.8,4.6,7.7,10.5,16.2,14.4,12.3,6.7,8.6,6.6,1.5,0.6,35.6,40.4,4.0,3.2,0.0,2.5,48.1,1.8,1400000US06037123206,"Census Tract 1232.06, Los Angeles County, California",6,37,123206
4957,46.3,5.4,7.3,6.6,9.2,7.0,17.2,14.5,11.8,6.4,7.1,4.4,3.1,0.3,33.4,33.1,9.1,0.0,25.6,0.4,30.6,1.3,1400000US06037123301,"Census Tract 1233.01, Los Angeles County, California",6,37,123301
3995,52.0,6.9,10.7,14.6,9.8,8.9,16.3,15.3,10.8,3.0,1.8,1.8,0.0,0.0,24.6,65.3,2.0,0.2,0.3,0.0,32.2,0.0,1400000US06037534302,"Census Tract 5343.02, Los Angeles County, California",6,37,534302
3670,53.1,7.5,3.4,7.5,9.2,8.3,12.0,16.5,14.6,7.2,5.8,6.3,1.7,0.0,37.1,72.2,2.5,1.0,8.2,0.3,5.3,10.5,1400000US06037920029,"Census Tract 9200.29, Los Angeles County, California",6,37,920029
3007,51.8,11.1,6.5,7.9,8.5,6.9,8.5,15.9,16.8,5.0,4.5,5.3,2.7,0.5,35.3,69.6,5.8,0.8,6.7,0.0,8.1,8.9,1400000US06037920040,"Census Tract 9200.40, Los Angeles County, California",6,37,920040
5207,49.8,6.2,11.2,10.0,7.5,3.6,10.7,20.5,17.2,4.2,4.1,3.1,1.7,0.0,35.3,58.1,4.9,0.0,24.4,0.0,4.6,8.0,1400000US06037920043,"Census Tract 9200.43, Los Angeles County, California",6,37,920043
2891,53.0,1.9,9.2,9.3,10.2,8.5,7.4,14.3,22.6,6.8,5.4,3.8,0.3,0.3,39.6,77.4,2.5,0.0,2.7,0.0,10.8,6.6,1400000US06037920104,"Census Tract 9201.04, Los Angeles County, California",6,37,920104
3141,50.7,8.9,7.1,8.3,11.8,8.2,11.7,25.3,5.0,4.2,4.3,3.6,1.5,0.2,29.0,66.0,0.0,0.5,0.0,0.0,33.5,0.0,1400000US06037534802,"Census Tract 5348.02, Los Angeles County, California",6,37,534802
3853,52.4,10.8,9.0,9.4,8.5,4.5,17.1,11.2,13.0,4.1,1.6,8.7,1.5,0.7,31.0,56.7,0.0,0.6,0.0,0.0,42.7,0.0,1400000US06037534804,"Census Tract 5348.04, Los Angeles County, California",6,37,534804
5695,52.3,7.7,9.9,10.4,11.4,10.0,13.2,15.6,11.7,4.4,2.1,1.2,2.0,0.4,25.4,66.6,21.7,0.7,0.0,0.0,10.6,0.4,1400000US06037535200,"Census Tract 5352, Los Angeles County, California",6,37,535200
6135,50.8,10.2,8.0,10.4,9.9,8.9,19.6,11.0,10.3,2.1,4.5,3.6,1.1,0.3,25.8,79.0,7.4,0.2,1.0,0.4,11.8,0.3,1400000US06037535300,"Census Tract 5353, Los Angeles County, California",6,37,535300
5207,47.1,7.1,6.4,9.0,10.2,10.0,13.3,13.7,12.7,6.6,3.0,4.2,2.7,0.9,29.3,41.4,0.4,1.8,0.5,0.0,52.9,2.9,1400000US06037535702,"Census Tract 5357.02, Los Angeles County, California",6,37,535702
4466,50.6,6.0,9.4,7.6,10.9,9.2,15.0,16.5,10.4,5.0,3.7,2.8,2.8,0.6,29.3,40.1,0.0,0.0,0.0,0.0,58.5,1.4,1400000US06037535803,"Census Tract 5358.03, Los Angeles County, California",6,37,535803
5643,51.7,9.1,6.6,6.9,9.1,10.5,16.7,13.4,12.1,6.0,3.2,3.4,2.1,1.0,29.0,45.6,0.4,0.0,0.0,0.0,52.0,1.9,1400000US06037535901,"Census Tract 5359.01, Los Angeles County, California",6,37,535901
2801,46.3,7.8,14.8,11.3,10.2,7.2,16.0,10.9,16.3,0.7,0.6,2.4,1.5,0.3,24.0,63.4,12.2,6.0,0.0,0.0,17.5,1.0,1400000US06037541603,"Census Tract 5416.03, Los Angeles County, California",6,37,541603
6337,49.3,14.1,8.5,9.0,8.7,10.4,18.1,10.9,10.8,2.4,2.4,3.3,0.9,0.4,24.8,60.2,15.0,0.0,0.1,0.0,22.7,2.0,1400000US06037541604,"Census Tract 5416.04, Los Angeles County, California",6,37,541604
4556,40.7,10.2,11.9,10.4,11.8,8.2,11.1,12.2,11.5,5.0,2.2,3.2,2.4,0.0,23.0,20.8,53.5,0.2,1.5,5.0,18.1,0.8,1400000US06037542501,"Census Tract 5425.01, Los Angeles County, California",6,37,542501
5159,46.6,4.3,5.7,4.6,9.7,8.8,10.9,12.5,13.3,8.5,6.1,11.1,3.9,0.5,40.8,14.6,56.0,0.2,8.6,5.3,8.6,6.7,1400000US06037543321,"Census Tract 5433.21, Los Angeles County, California",6,37,543321
4202,49.5,7.1,3.6,6.5,9.0,4.4,17.4,19.3,14.9,5.8,5.4,3.1,2.8,0.7,37.4,43.5,4.2,0.3,24.2,1.2,25.1,1.5,1400000US06037543502,"Census Tract 5435.02, Los Angeles County, California",6,37,543502
7422,53.3,5.4,8.2,6.1,9.7,9.6,13.4,14.5,11.4,5.9,5.0,6.9,3.3,0.7,33.9,62.2,0.0,0.1,13.2,0.0,19.3,5.2,1400000US06037550100,"Census Tract 5501, Los Angeles County, California",6,37,550100
7729,51.0,5.7,7.1,5.9,4.5,5.9,16.2,15.8,15.2,5.3,4.9,7.1,4.6,1.9,38.6,77.2,0.9,0.0,7.5,0.0,13.4,1.0,1400000US06037550500,"Census Tract 5505, Los Angeles County, California",6,37,550500
6756,49.0,3.7,6.2,7.6,7.8,6.8,9.9,12.0,16.0,6.8,7.3,7.8,5.6,2.6,40.7,61.8,0.0,0.0,9.7,0.0,26.3,2.1,1400000US06037551000,"Census Tract 5510, Los Angeles County, California",6,37,551000
6764,50.0,9.7,8.5,6.8,10.5,8.4,15.0,18.6,11.8,3.8,2.6,3.2,0.4,0.9,28.6,45.6,8.3,0.5,6.0,0.0,36.6,3.0,1400000US06037552200,"Census Tract 5522, Los Angeles County, California",6,37,552200
3415,47.1,4.2,2.7,5.7,3.2,4.2,13.6,8.8,16.1,4.5,6.6,13.9,11.5,4.9,50.9,83.1,1.1,0.0,9.3,0.0,1.2,5.4,1400000US06073008312,"Census Tract 83.12, San Diego County, California",6,73,8312
4427,56.2,3.5,4.0,6.2,6.6,10.2,16.6,16.2,14.4,5.8,6.0,4.5,5.2,0.8,36.9,36.8,3.7,0.0,45.8,3.8,3.4,6.5,1400000US06073008351,"Census Tract 83.51, San Diego County, California",6,73,8351
2687,47.7,1.2,1.7,0.2,4.2,6.0,36.5,14.9,14.0,3.0,7.4,7.2,2.6,1.1,35.0,82.2,5.2,1.0,5.8,0.0,1.5,4.1,1400000US06073005900,"Census Tract 59, San Diego County, California",6,73,5900
4777,56.0,3.1,2.4,1.1,3.7,11.8,41.1,11.4,8.4,7.6,2.4,3.5,2.5,1.0,30.3,90.4,1.2,0.9,3.8,0.0,1.4,2.3,1400000US06073007903,"Census Tract 79.03, San Diego County, California",6,73,7903
7400,47.5,9.4,8.6,11.1,4.1,4.6,11.9,10.2,13.2,5.6,7.0,5.2,6.9,2.2,36.1,82.5,4.8,1.1,2.3,0.5,4.1,4.8,1400000US06073016901,"Census Tract 169.01, San Diego County, California",6,73,16901
5662,50.7,4.8,5.1,4.6,3.6,7.9,14.6,16.1,17.0,9.8,7.0,4.6,4.0,1.0,41.2,93.3,0.0,0.0,2.6,1.3,1.7,1.1,1400000US06073017401,"Census Tract 174.01, San Diego County, California",6,73,17401
6581,43.2,8.3,8.4,6.9,7.7,7.5,14.2,11.9,10.8,4.1,5.3,6.0,6.8,2.1,32.6,66.2,1.1,0.6,8.2,0.0,19.8,4.1,1400000US06073013206,"Census Tract 132.06, San Diego County, California",6,73,13206
8194,40.6,8.7,8.4,9.3,7.2,4.3,9.3,20.7,16.7,3.1,4.1,5.4,2.0,0.9,35.6,57.0,10.4,0.6,18.6,0.4,4.9,8.1,1400000US06073013419,"Census Tract 134.19, San Diego County, California",6,73,13419
2572,51.8,1.8,5.0,8.9,11.3,3.9,3.5,8.9,23.3,7.8,9.3,10.8,4.7,0.9,48.4,91.1,1.0,0.0,1.7,0.0,0.2,6.0,1400000US06073015406,"Census Tract 154.06, San Diego County, California",6,73,15406
5072,49.0,3.9,5.2,4.9,5.4,3.6,10.6,14.1,16.4,6.7,8.6,9.6,7.6,3.3,45.8,87.0,0.3,0.0,5.9,0.5,3.8,2.7,1400000US06073017403,"Census Tract 174.03, San Diego County, California",6,73,17403
3197,51.0,2.9,4.7,7.0,7.6,4.4,10.2,13.4,16.5,9.6,7.5,11.5,1.8,2.9,44.9,85.4,0.0,1.6,3.6,0.0,7.4,2.0,1400000US06073019208,"Census Tract 192.08, San Diego County, California",6,73,19208
5001,45.9,7.6,8.1,7.7,7.6,2.4,13.3,11.2,14.8,6.9,6.6,7.2,4.9,1.7,38.2,79.2,3.9,1.9,3.2,0.0,2.0,9.8,1400000US06029005402,"Census Tract 54.02, Kern County, California",6,29,5402
2709,63.6,8.8,10.7,4.2,2.4,31.9,23.9,10.4,5.6,0.7,0.5,0.8,0.0,0.0,23.6,64.3,19.7,0.2,7.6,0.4,4.6,3.1,1400000US06029005700,"Census Tract 57, Kern County, California",6,29,5700
2679,38.3,3.5,1.5,5.4,1.0,5.2,9.3,2.4,7.4,3.4,9.0,20.0,19.5,12.4,66.3,88.4,1.6,0.0,2.5,0.0,7.0,0.5,1400000US06029002804,"Census Tract 28.04, Kern County, California",6,29,2804
3907,46.3,3.9,6.2,8.7,8.0,5.1,5.5,13.6,16.7,7.5,7.2,11.4,4.7,1.5,44.4,83.3,0.8,1.2,4.4,0.0,2.1,8.2,1400000US06029002807,"Census Tract 28.07, Kern County, California",6,29,2807
4592,46.8,0.3,3.9,6.5,5.1,8.0,5.2,9.7,18.0,10.5,8.2,14.4,8.0,2.2,51.9,94.2,0.0,0.4,2.4,0.0,2.0,1.0,1400000US06059042323,"Census Tract 423.23, Orange County, California",6,59,42323
2384,50.5,4.7,4.4,9.3,10.0,4.4,6.9,7.5,21.0,13.6,5.7,6.9,3.8,1.7,45.7,87.8,0.0,0.0,6.1,0.0,1.6,4.4,1400000US06059042328,"Census Tract 423.28, Orange County, California",6,59,42328
3161,52.0,8.3,6.3,4.0,2.4,5.0,18.3,10.4,18.0,8.4,5.5,8.4,3.0,2.1,40.0,86.5,1.0,0.0,5.9,0.0,2.1,4.5,1400000US06059042339,"Census Tract 423.39, Orange County, California",6,59,42339
6041,49.0,10.5,8.9,10.8,7.2,1.3,11.6,20.6,19.4,2.4,3.5,2.0,1.8,0.0,34.8,80.4,0.2,0.0,14.5,0.3,0.9,3.8,1400000US06059062633,"Census Tract 626.33, Orange County, California",6,59,62633
3986,47.5,7.4,8.4,8.1,2.8,7.2,17.4,20.4,17.1,4.8,2.2,2.9,0.9,0.4,34.6,61.8,5.6,0.0,16.9,0.0,12.1,3.7,1400000US06059062636,"Census Tract 626.36, Orange County, California",6,59,62636
4161,45.3,4.3,3.4,3.3,8.4,7.4,11.1,13.2,9.9,6.8,5.6,9.1,9.4,8.1,44.3,64.5,2.5,0.0,12.6,0.0,19.4,1.0,1400000US06059062641,"Census Tract 626.41, Orange County, California",6,59,62641
4040,58.0,4.8,6.8,3.2,10.5,5.2,10.6,14.3,22.2,5.8,5.6,7.9,2.4,0.9,42.8,85.2,0.1,0.3,6.4,0.0,6.6,1.4,1400000US06111006800,"Census Tract 68, Ventura County, California",6,111,6800
3743,46.9,5.7,6.7,10.7,6.7,6.0,6.2,16.4,22.8,6.5,4.4,4.9,2.7,0.6,41.5,64.9,8.8,0.0,16.0,0.0,2.4,7.9,1400000US06111008305,"Census Tract 83.05, Ventura County, California",6,111,8305
5440,50.9,4.3,5.7,10.0,9.6,4.5,13.0,14.8,13.9,5.6,5.6,6.6,4.1,2.3,36.6,73.8,0.9,0.0,6.3,0.9,8.4,9.8,1400000US06111008401,"Census Tract 84.01, Ventura County, California",6,111,8401
3551,50.9,4.6,6.2,5.5,5.5,3.9,4.5,11.3,22.0,10.2,3.5,10.5,8.5,3.8,50.2,94.1,0.0,0.0,1.4,0.6,2.4,1.5,1400000US06111001700,"Census Tract 17, Ventura County, California",6,111,1700
6712,52.2,3.7,7.1,9.2,7.0,3.9,7.9,14.4,17.8,7.0,6.7,7.8,4.4,3.0,43.1,84.4,0.4,1.1,2.9,0.3,5.6,5.3,1400000US06111001202,"Census Tract 12.02, Ventura County, California",6,111,1202
2422,59.0,7.5,7.1,2.5,10.0,11.1,14.6,10.8,16.8,6.3,6.2,3.8,2.5,0.9,31.8,66.5,3.2,0.0,1.1,0.0,25.6,3.5,1400000US06111001204,"Census Tract 12.04, Ventura County, California",6,111,1204
897,53.0,3.8,1.2,1.1,8.7,14.3,14.2,12.2,20.7,4.3,2.5,8.9,6.9,1.2,42.5,85.3,0.8,0.0,3.3,0.0,10.6,0.0,1400000US06111001601,"Census Tract 16.01, Ventura County, California",6,111,1601
3326,51.7,1.4,7.8,7.9,7.0,5.1,6.0,8.1,19.5,10.2,7.0,11.3,6.9,2.0,48.0,89.1,0.0,0.0,7.0,0.0,1.3,2.5,1400000US06111006200,"Census Tract 62, Ventura County, California",6,111,6200
7290,45.9,6.8,8.1,7.0,8.0,6.0,7.1,15.8,17.9,8.0,5.7,4.4,3.9,1.3,40.7,84.6,0.4,0.3,6.6,0.8,4.6,2.7,1400000US06111007506,"Census Tract 75.06, Ventura County, California",6,111,7506
2814,52.4,3.1,4.6,10.0,8.6,9.9,12.6,18.5,13.0,6.4,5.1,3.1,4.4,0.6,36.9,87.7,0.6,1.1,3.8,0.0,4.1,2.8,1400000US06111008005,"Census Tract 80.05, Ventura County, California",6,111,8005
2564,46.6,10.9,6.7,8.6,9.3,10.4,17.0,11.2,14.1,3.9,2.1,4.1,1.4,0.4,27.3,50.2,0.7,0.9,0.0,0.0,44.9,3.3,1400000US06111000200,"Census Tract 2, Ventura County, California",6,111,200
1275,56.3,4.2,3.6,11.8,12.6,1.6,7.5,18.1,19.0,7.5,4.3,2.8,6.0,0.8,42.6,93.6,0.0,0.0,4.2,0.0,2.0,0.2,1400000US06111007606,"Census Tract 76.06, Ventura County, California",6,111,7606
4564,51.4,10.5,6.6,6.8,10.1,14.3,13.4,13.6,10.2,5.0,3.2,4.2,1.8,0.6,26.0,60.4,4.4,0.6,5.3,0.0,26.4,2.8,1400000US06111003608,"Census Tract 36.08, Ventura County, California",6,111,3608
2748,49.3,12.3,8.6,6.7,6.8,9.8,26.7,9.8,9.5,7.3,1.3,0.7,0.5,0.0,27.5,58.4,0.3,1.2,1.6,0.0,35.5,3.0,1400000US06111005002,"Census Tract 50.02, Ventura County, California",6,111,5002
5824,51.4,2.1,5.8,10.5,11.6,7.0,5.4,8.7,22.4,10.2,4.4,6.5,3.7,1.7,44.0,87.5,0.0,0.2,5.7,0.0,3.5,3.2,1400000US06111005305,"Census Tract 53.05, Ventura County, California",6,111,5305
6545,52.5,7.5,11.7,6.3,5.5,4.4,14.9,15.8,10.7,6.9,3.2,6.3,4.5,2.4,34.9,61.9,0.0,1.7,4.5,0.3,29.4,2.2,1400000US06111000302,"Census Tract 3.02, Ventura County, California",6,111,302
2306,48.0,5.9,4.6,8.2,5.4,6.7,10.1,8.7,15.2,6.2,6.7,8.9,8.2,5.2,45.4,75.3,1.0,0.1,2.2,0.0,15.0,6.5,1400000US06111001602,"Census Tract 16.02, Ventura County, California",6,111,1602
5546,46.7,7.2,5.9,8.6,8.8,4.0,6.6,17.1,17.1,7.4,7.9,5.9,3.6,0.0,40.8,85.4,0.0,0.1,10.3,0.0,2.5,1.6,1400000US06111007403,"Census Tract 74.03, Ventura County, California",6,111,7403
5966,46.5,3.0,7.2,10.1,8.6,5.9,6.5,13.1,19.9,14.6,3.0,4.3,2.8,1.0,42.7,85.1,1.8,0.1,6.6,0.2,2.5,3.7,1400000US06111007607,"Census Tract 76.07, Ventura County, California",6,111,7607
3657,49.6,5.1,7.2,4.8,10.1,5.8,8.4,9.8,21.4,9.8,4.5,8.8,4.4,0.0,43.7,86.4,1.5,1.8,0.9,0.0,4.5,5.0,1400000US06111001102,"Census Tract 11.02, Ventura County, California",6,111,1102
6832,46.3,6.7,8.3,4.6,4.4,7.1,16.6,12.9,12.0,5.6,9.2,8.1,3.8,0.7,36.0,60.7,9.4,5.4,7.8,0.0,13.6,3.0,1400000US06111004400,"Census Tract 44, Ventura County, California",6,111,4400
6446,55.1,3.3,3.6,6.3,6.1,2.3,7.7,10.7,13.2,11.1,14.1,12.5,5.9,3.4,52.5,89.9,2.3,1.6,1.0,0.0,3.7,1.5,1400000US06009000300,"Census Tract 3, Calaveras County, California",6,9,300
4728,51.1,8.1,6.2,7.9,5.9,5.3,8.7,11.0,11.1,8.1,12.4,11.1,4.2,0.0,42.0,92.5,2.6,0.0,0.6,0.0,0.4,3.8,1400000US06009000120,"Census Tract 1.20, Calaveras County, California",6,9,120
10254,49.2,4.1,5.0,9.2,9.0,5.6,5.5,10.8,20.6,7.1,5.6,11.3,4.6,1.7,46.0,91.0,1.1,0.4,3.6,0.0,2.2,1.7,1400000US06009000210,"Census Tract 2.10, Calaveras County, California",6,9,210
5978,52.0,4.0,10.3,6.4,7.0,3.7,6.7,14.1,16.7,9.2,9.3,7.8,4.1,0.7,44.0,88.6,0.3,1.4,0.7,0.2,3.3,5.6,1400000US06009000220,"Census Tract 2.20, Calaveras County, California",6,9,220
4298,47.8,3.4,5.3,6.3,4.8,4.8,7.5,13.4,13.7,9.8,9.8,10.1,7.4,3.6,49.3,85.0,1.7,7.3,1.0,0.1,0.7,4.3,1400000US06009000400,"Census Tract 4, Calaveras County, California",6,9,400
