Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Name,State,County,Tract
3546,51.4,6.8,4.9,6.0,9.1,5.1,8.7,15.3,17.7,4.4,6.0,11.8,3.9,0.2,42.1,66.8,4.5,0.8,5.2,0.0,15.8,6.9,1400000US06037403702,"Census Tract 4037.02, Los Angeles County, California",6,37,403702
5388,49.9,6.4,7.1,9.5,8.3,7.3,14.5,14.0,16.9,4.1,3.7,3.5,3.2,1.6,32.4,44.5,0.7,3.5,13.4,0.0,34.0,3.8,1400000US06037119800,"Census Tract 1198, Los Angeles County, California",6,37,119800
7677,97.5,0.0,0.1,0.0,5.6,17.2,30.5,22.4,16.5,3.8,2.3,1.0,0.5,0.0,33.6,40.8,33.9,0.3,2.8,0.3,17.4,4.5,1400000US06037206020,"Census Tract 2060.20, Los Angeles County, California",6,37,206020
3987,48.1,8.8,5.9,6.1,7.5,7.3,13.3,13.6,13.5,7.8,7.5,4.6,2.9,1.4,35.4,29.9,3.1,0.6,43.6,0.0,19.5,3.3,1400000US06037208610,"Census Tract 2086.10, Los Angeles County, California",6,37,208610
4698,49.7,7.2,7.7,6.4,4.5,5.3,19.6,15.4,14.0,5.8,5.7,5.9,1.3,1.1,33.7,32.9,7.3,0.0,35.5,0.0,22.5,1.9,1400000US06037208620,"Census Tract 2086.20, Los Angeles County, California",6,37,208620
4649,59.5,8.2,9.8,3.8,4.7,16.3,27.6,9.8,7.1,2.0,3.4,6.3,0.5,0.4,28.0,26.5,8.7,6.0,14.2,0.0,43.6,0.9,1400000US06037209102,"Census Tract 2091.02, Los Angeles County, California",6,37,209102
2839,47.4,4.5,9.1,6.9,2.7,0.6,12.0,30.0,7.9,7.5,6.3,6.4,3.5,2.3,40.5,26.9,2.3,0.0,62.9,0.0,6.0,1.9,1400000US06037211701,"Census Tract 2117.01, Los Angeles County, California",6,37,211701
2606,51.7,6.2,11.0,5.5,4.7,4.0,9.6,12.3,19.5,4.0,7.2,6.0,9.3,0.7,42.8,74.9,7.0,0.6,14.9,0.0,1.2,1.4,1400000US06037135201,"Census Tract 1352.01, Los Angeles County, California",6,37,135201
3388,54.1,9.2,2.6,4.6,3.5,6.7,17.6,15.3,14.1,5.5,5.3,5.3,7.5,2.8,39.0,76.4,7.4,0.0,7.8,0.0,5.5,3.0,1400000US06037137501,"Census Tract 1375.01, Los Angeles County, California",6,37,137501
4382,51.7,4.1,4.0,5.6,5.0,6.7,10.4,13.7,16.6,8.1,9.9,6.9,7.0,1.8,45.2,44.8,4.6,0.1,37.7,0.0,3.3,9.5,1400000US06037651002,"Census Tract 6510.02, Los Angeles County, California",6,37,651002
4801,48.1,5.0,5.9,8.5,9.1,3.1,6.5,11.8,22.0,5.6,6.5,6.1,8.5,1.5,45.0,70.1,1.4,0.6,22.5,0.1,2.3,3.0,1400000US06037651201,"Census Tract 6512.01, Los Angeles County, California",6,37,651201
3319,48.4,3.1,5.0,9.0,4.9,4.3,18.4,12.4,19.4,7.0,3.0,5.8,5.9,1.8,39.0,56.3,3.9,0.0,32.5,0.1,1.4,5.8,1400000US06037651221,"Census Tract 6512.21, Los Angeles County, California",6,37,651221
2625,49.9,6.4,6.1,6.8,6.8,3.7,7.3,10.4,17.9,6.6,5.0,9.9,10.1,3.0,46.5,60.4,1.1,0.2,32.5,0.0,1.1,4.8,1400000US06037670403,"Census Tract 6704.03, Los Angeles County, California",6,37,670403
4960,46.6,4.7,7.8,8.8,5.2,2.7,5.3,14.4,15.0,5.9,6.7,13.9,7.8,1.7,45.4,53.9,2.8,0.6,37.3,0.0,1.7,3.8,1400000US06037670413,"Census Tract 6704.13, Los Angeles County, California",6,37,670413
6733,47.9,3.8,6.0,7.1,6.2,4.5,4.8,16.2,16.5,9.1,6.3,12.5,4.7,2.3,46.3,70.5,1.7,0.9,16.3,0.0,7.0,3.6,1400000US06037670701,"Census Tract 6707.01, Los Angeles County, California",6,37,670701
5238,63.1,0.9,0.0,1.1,1.8,4.8,23.1,24.1,18.5,7.8,3.1,8.8,3.8,2.2,41.9,92.0,1.2,0.0,3.3,0.0,2.0,1.5,1400000US06037700300,"Census Tract 7003, Los Angeles County, California",6,37,700300
4817,52.7,3.4,3.5,4.1,1.5,10.0,17.6,17.9,14.0,6.9,5.5,5.8,6.4,3.2,37.8,88.7,0.9,0.0,6.1,0.0,1.8,2.4,1400000US06037701501,"Census Tract 7015.01, Los Angeles County, California",6,37,701501
3391,48.2,4.7,2.0,7.6,2.9,5.8,15.6,22.6,14.6,7.6,3.6,4.9,6.2,2.0,38.8,77.8,1.5,0.0,11.3,0.0,5.2,4.2,1400000US06037701701,"Census Tract 7017.01, Los Angeles County, California",6,37,701701
4715,53.7,6.0,5.0,3.1,2.8,7.6,16.7,20.7,13.9,6.1,6.7,7.3,2.7,1.3,38.0,76.4,2.8,0.0,15.4,0.0,2.7,2.6,1400000US06037702201,"Census Tract 7022.01, Los Angeles County, California",6,37,702201
3527,44.4,4.9,9.8,4.7,5.4,4.3,7.1,18.1,16.5,8.7,5.8,6.8,6.8,1.1,43.0,67.5,1.2,0.0,15.6,0.0,11.6,4.2,1400000US06037702700,"Census Tract 7027, Los Angeles County, California",6,37,702700
5112,53.6,5.2,4.6,6.5,6.7,4.3,18.1,17.0,9.5,9.2,4.6,7.3,3.4,3.7,38.4,62.9,7.4,0.3,17.3,0.0,7.5,4.7,1400000US06037702801,"Census Tract 7028.01, Los Angeles County, California",6,37,702801
5695,41.4,3.0,3.2,6.2,4.2,2.9,19.8,19.9,13.9,6.3,7.6,7.0,3.6,2.5,40.9,40.3,32.4,0.0,15.2,0.3,4.4,7.4,1400000US06037703001,"Census Tract 7030.01, Los Angeles County, California",6,37,703001
5391,50.2,9.7,5.8,9.4,10.2,8.4,12.7,15.7,12.8,5.3,4.8,2.7,1.3,1.1,29.9,44.0,26.7,0.0,12.4,0.0,13.5,3.4,1400000US06037900504,"Census Tract 9005.04, Los Angeles County, California",6,37,900504
5767,49.4,13.7,9.0,10.4,7.2,7.2,13.5,13.1,10.8,3.6,3.7,5.9,1.4,0.6,26.7,70.6,6.9,0.4,1.4,0.0,16.7,3.9,1400000US06037900602,"Census Tract 9006.02, Los Angeles County, California",6,37,900602
3905,46.0,6.4,7.3,6.5,8.0,8.0,15.8,8.3,14.1,5.2,3.9,9.1,5.2,2.2,32.8,60.3,16.5,0.2,17.0,0.0,2.7,3.2,1400000US06037900703,"Census Tract 9007.03, Los Angeles County, California",6,37,900703
3910,43.7,11.3,11.7,8.0,4.6,6.1,17.2,9.7,8.1,7.4,4.3,4.4,4.4,2.9,30.4,39.2,8.7,1.8,5.4,0.0,40.1,4.8,1400000US06037910201,"Census Tract 9102.01, Los Angeles County, California",6,37,910201
3690,48.9,7.7,8.8,7.8,6.4,8.2,14.7,17.8,12.5,3.1,3.8,6.6,1.4,1.1,32.0,21.9,4.7,0.0,32.1,0.0,41.1,0.3,1400000US06037213202,"Census Tract 2132.02, Los Angeles County, California",6,37,213202
4183,47.7,12.4,8.8,6.8,2.0,4.4,14.6,14.6,13.7,5.9,5.9,5.2,4.1,1.6,35.9,92.5,1.4,0.0,3.2,0.0,1.9,1.1,1400000US06037214100,"Census Tract 2141, Los Angeles County, California",6,37,214100
5833,50.1,10.4,4.8,5.8,2.3,7.8,22.0,19.0,14.8,3.8,1.9,4.6,2.6,0.3,33.4,46.8,31.7,0.0,5.5,0.0,11.1,4.9,1400000US06037217100,"Census Tract 2171, Los Angeles County, California",6,37,217100
5562,49.9,8.8,7.5,5.3,7.0,7.8,18.9,14.1,11.9,6.5,2.4,5.8,2.3,1.7,30.5,25.3,36.5,0.2,2.6,0.0,33.6,1.9,1400000US06037218300,"Census Tract 2183, Los Angeles County, California",6,37,218300
4678,49.0,5.9,9.4,7.2,8.6,7.6,16.1,16.7,12.3,5.3,2.3,3.6,3.4,1.7,32.7,22.2,27.6,1.5,0.3,0.0,45.1,3.4,1400000US06037218400,"Census Tract 2184, Los Angeles County, California",6,37,218400
4210,49.5,7.4,6.2,6.7,8.0,6.8,16.5,18.0,14.3,4.2,4.1,4.3,2.1,1.4,34.5,16.9,27.5,0.2,3.1,0.0,50.2,2.1,1400000US06037219700,"Census Tract 2197, Los Angeles County, California",6,37,219700
5453,47.1,6.3,7.1,8.8,10.2,6.3,15.3,13.1,14.3,7.2,1.9,4.2,2.3,2.9,31.4,29.1,39.9,0.0,0.8,0.0,27.8,2.4,1400000US06037220000,"Census Tract 2200, Los Angeles County, California",6,37,220000
4055,55.4,9.9,4.7,7.8,10.7,11.0,11.5,17.4,7.4,5.2,5.4,6.1,2.0,0.9,29.0,71.2,0.0,1.3,0.5,0.0,20.8,6.3,1400000US06029003400,"Census Tract 34, Kern County, California",6,29,3400
3991,48.8,8.9,7.3,7.9,7.1,7.3,16.6,18.1,15.8,1.8,1.6,3.7,3.0,0.8,31.7,60.5,1.5,0.6,10.8,0.0,24.3,2.4,1400000US06111007800,"Census Tract 78, Ventura County, California",6,111,7800
4696,51.2,7.3,5.8,6.1,8.2,8.2,16.5,15.4,15.9,5.9,2.3,6.1,0.3,1.9,33.5,79.6,0.0,0.0,4.4,0.7,13.5,1.7,1400000US06111008002,"Census Tract 80.02, Ventura County, California",6,111,8002
3318,47.5,5.3,9.8,8.0,8.4,4.5,11.6,16.9,13.8,7.2,5.8,5.1,2.5,1.1,36.5,85.7,0.1,0.8,5.6,0.0,7.4,0.4,1400000US06111008101,"Census Tract 81.01, Ventura County, California",6,111,8101
6823,52.2,5.4,6.9,10.6,5.1,5.1,9.2,12.9,18.6,6.7,8.8,6.3,3.6,0.9,41.4,80.3,1.6,0.2,6.2,3.5,3.9,4.4,1400000US06111005901,"Census Tract 59.01, Ventura County, California",6,111,5901
3080,45.1,5.6,7.1,9.6,6.1,2.4,13.1,14.2,14.3,5.6,6.9,7.4,3.3,4.5,38.3,69.4,0.3,0.6,14.0,4.1,3.1,8.5,1400000US06111005503,"Census Tract 55.03, Ventura County, California",6,111,5503
9547,50.2,9.6,6.2,6.0,3.4,3.7,15.2,16.1,13.6,7.3,5.0,7.3,5.2,1.4,38.9,65.6,1.8,0.0,14.0,0.0,11.2,7.4,1400000US06111005600,"Census Tract 56, Ventura County, California",6,111,5600
6754,49.1,5.2,7.4,5.3,7.2,7.1,11.1,13.7,17.5,5.4,5.6,7.8,5.2,1.7,40.7,86.3,1.1,0.2,4.4,0.0,5.1,2.9,1400000US06111005906,"Census Tract 59.06, Ventura County, California",6,111,5906
7013,47.2,4.4,9.2,9.7,6.6,3.8,6.6,14.7,16.4,7.3,6.7,7.4,5.4,1.7,42.8,80.7,0.1,0.0,7.7,0.0,9.8,1.7,1400000US06111006400,"Census Tract 64, Ventura County, California",6,111,6400
3728,46.6,2.9,4.5,6.3,10.0,5.6,5.7,12.2,16.8,7.2,6.7,12.3,5.7,4.2,46.2,87.7,0.7,0.0,7.6,0.0,0.6,3.3,1400000US06111006600,"Census Tract 66, Ventura County, California",6,111,6600
4647,47.9,5.1,7.0,8.5,10.2,7.6,13.3,11.7,16.8,4.2,6.3,3.9,3.4,1.9,34.2,72.1,2.0,1.2,0.4,0.0,17.0,7.2,1400000US06071008705,"Census Tract 87.05, San Bernardino County, California",6,71,8705
4204,52.7,6.5,5.1,10.6,8.5,8.6,8.4,12.8,18.6,5.4,6.4,3.6,3.9,1.7,36.4,83.6,0.5,0.7,4.6,0.0,6.4,4.3,1400000US06071008708,"Census Tract 87.08, San Bernardino County, California",6,71,8708
5042,49.4,0.1,0.8,0.2,34.8,48.7,8.3,1.4,2.4,0.8,0.2,1.5,0.8,0.0,20.7,58.9,5.0,0.0,24.2,0.0,9.0,2.9,1400000US06037224700,"Census Tract 2247, Los Angeles County, California",6,37,224700
5124,49.7,11.4,7.7,9.0,11.4,7.3,17.1,10.0,12.0,5.8,2.4,3.4,2.2,0.5,26.8,43.5,11.6,0.0,1.6,0.0,38.0,5.4,1400000US06073003004,"Census Tract 30.04, San Diego County, California",6,73,3004
3612,54.7,6.3,5.6,7.1,10.7,13.7,13.5,8.7,15.5,5.4,5.4,6.5,1.4,0.3,29.5,15.5,7.1,0.0,64.0,1.8,3.2,8.4,1400000US06073003109,"Census Tract 31.09, San Diego County, California",6,73,3109
4756,46.6,7.4,11.0,6.0,10.4,9.8,11.7,13.4,11.7,4.5,5.6,5.2,2.0,1.2,28.6,26.1,34.8,0.5,19.9,11.5,7.1,0.1,1400000US06073003112,"Census Tract 31.12, San Diego County, California",6,73,3112
4019,52.9,4.4,2.8,7.5,7.8,7.8,13.1,12.4,18.4,9.5,7.5,3.7,3.8,1.4,42.1,16.0,14.3,0.0,52.9,0.0,9.4,7.4,1400000US06073003213,"Census Tract 32.13, San Diego County, California",6,73,3213
3020,43.2,10.7,8.0,10.3,12.1,7.4,18.5,7.6,9.3,4.8,1.7,3.0,4.5,2.0,25.5,61.4,3.8,0.4,0.0,2.1,32.3,0.0,1400000US06073003601,"Census Tract 36.01, San Diego County, California",6,73,3601
4308,52.9,6.7,12.0,11.8,16.0,8.8,9.2,12.9,10.6,3.1,3.2,4.2,1.3,0.0,22.5,48.7,6.5,0.0,0.0,0.0,44.0,0.8,1400000US06073003901,"Census Tract 39.01, San Diego County, California",6,73,3901
2907,56.8,7.0,6.8,1.8,5.0,13.8,26.8,16.0,13.1,3.7,1.7,2.5,1.9,0.0,30.1,79.7,3.4,0.0,8.2,0.0,7.8,0.9,1400000US06073004501,"Census Tract 45.01, San Diego County, California",6,73,4501
1807,51.7,3.9,2.4,1.5,2.0,7.9,40.0,16.8,9.7,5.9,5.6,1.7,1.1,1.4,32.3,79.0,5.4,3.4,2.7,0.0,4.0,5.5,1400000US06073004600,"Census Tract 46, San Diego County, California",6,73,4600
4956,48.1,4.3,3.0,3.5,3.3,6.1,27.9,16.5,16.4,6.4,4.0,5.5,2.4,0.8,36.4,69.6,4.8,0.0,16.2,0.0,4.0,5.3,1400000US06013338203,"Census Tract 3382.03, Contra Costa County, California",6,13,338203
5613,55.4,8.7,7.8,4.6,4.5,6.6,19.7,18.2,13.4,5.8,4.9,3.5,0.8,1.5,32.9,42.6,0.6,0.0,44.2,0.0,8.1,4.4,1400000US06013345111,"Census Tract 3451.11, Contra Costa County, California",6,13,345111
5816,51.3,5.2,9.5,8.8,6.7,2.0,13.1,17.6,19.8,6.0,4.5,4.3,2.2,0.2,38.1,55.8,1.4,0.0,35.1,0.0,2.4,5.3,1400000US06013345112,"Census Tract 3451.12, Contra Costa County, California",6,13,345112
4316,51.1,7.7,8.9,5.9,10.9,2.0,4.4,13.0,21.7,9.6,6.5,5.7,2.8,0.9,42.6,78.5,0.0,0.0,19.8,0.0,0.0,1.7,1400000US06013345113,"Census Tract 3451.13, Contra Costa County, California",6,13,345113
6086,45.8,3.9,6.9,6.7,7.4,2.3,5.7,9.4,18.9,8.2,9.4,14.1,4.5,2.8,48.0,91.0,0.2,0.0,6.9,0.0,0.6,1.3,1400000US06013345114,"Census Tract 3451.14, Contra Costa County, California",6,13,345114
5393,43.2,3.3,6.0,3.2,4.4,3.9,14.2,16.9,15.5,5.5,9.2,10.4,5.2,2.5,43.0,76.6,0.6,0.0,17.5,0.3,1.0,4.0,1400000US06013338204,"Census Tract 3382.04, Contra Costa County, California",6,13,338204
5280,43.9,7.1,2.3,2.5,3.1,6.7,26.4,17.6,12.8,4.5,5.2,5.6,3.8,2.3,36.3,74.5,8.1,0.0,11.0,0.0,4.7,1.6,1400000US06013339002,"Census Tract 3390.02, Contra Costa County, California",6,13,339002
3323,51.6,2.6,3.5,4.6,1.8,12.8,35.0,14.7,6.0,4.8,3.9,3.4,4.2,2.6,32.8,69.5,4.0,0.4,15.0,0.0,7.0,4.1,1400000US06013339001,"Census Tract 3390.01, Contra Costa County, California",6,13,339001
5210,50.6,4.1,10.5,11.9,7.0,3.7,5.0,16.2,22.9,7.9,5.0,4.3,1.4,0.0,42.3,66.4,0.2,0.0,27.0,0.0,4.4,2.0,1400000US06013345115,"Census Tract 3451.15, Contra Costa County, California",6,13,345115
3158,46.6,6.4,12.2,9.1,2.3,3.2,7.9,18.0,15.3,10.6,9.3,3.2,1.7,0.6,40.4,59.5,0.0,0.0,32.5,0.0,4.6,3.4,1400000US06013345116,"Census Tract 3451.16, Contra Costa County, California",6,13,345116
6441,49.6,4.6,7.6,9.5,4.9,2.7,11.2,9.1,17.7,7.9,4.8,9.8,5.0,5.2,45.2,79.7,0.8,0.0,9.8,0.0,1.9,7.8,1400000US06013345203,"Census Tract 3452.03, Contra Costa County, California",6,13,345203
3641,50.9,4.1,6.6,9.9,8.7,4.5,3.3,12.6,17.5,8.6,9.4,10.7,2.0,1.9,45.2,94.4,0.0,0.0,2.3,0.5,0.0,2.7,1400000US06013345204,"Census Tract 3452.04, Contra Costa County, California",6,13,345204
4504,53.6,12.5,9.7,11.9,9.2,9.2,16.1,15.5,8.1,1.6,2.8,1.5,1.4,0.4,22.6,65.4,2.1,2.2,0.5,0.0,29.2,0.8,1400000US06037294810,"Census Tract 2948.10, Los Angeles County, California",6,37,294810
6188,47.7,6.0,5.2,5.9,6.1,6.8,10.2,10.3,16.1,9.3,7.2,9.9,4.1,2.9,44.6,89.1,0.4,0.2,6.4,0.0,1.7,2.1,1400000US06037300701,"Census Tract 3007.01, Los Angeles County, California",6,37,300701
7232,47.5,3.1,3.8,6.3,5.3,6.4,19.9,15.7,13.5,5.0,6.5,9.3,3.6,1.6,39.5,80.6,2.2,1.2,9.4,0.0,3.9,2.7,1400000US06037301502,"Census Tract 3015.02, Los Angeles County, California",6,37,301502
6214,47.9,2.8,4.6,6.3,6.1,8.0,14.6,14.4,16.5,5.6,5.1,9.8,4.8,1.4,40.3,85.7,3.1,0.2,3.5,0.0,6.6,0.8,1400000US06037301601,"Census Tract 3016.01, Los Angeles County, California",6,37,301601
6055,48.9,4.0,3.0,4.8,4.8,4.3,18.5,14.6,13.0,10.5,7.8,6.1,6.0,2.7,42.0,76.7,0.6,0.0,15.4,0.0,4.4,2.8,1400000US06037302102,"Census Tract 3021.02, Los Angeles County, California",6,37,302102
2410,49.7,2.3,3.1,3.1,3.0,5.3,24.4,13.3,18.2,8.0,5.7,7.7,4.1,1.8,42.3,85.9,3.6,0.4,1.2,0.0,2.3,6.7,1400000US06037143902,"Census Tract 1439.02, Los Angeles County, California",6,37,143902
3337,49.3,8.0,6.9,7.2,7.6,6.7,14.1,20.1,11.1,5.5,3.8,5.7,3.1,0.2,34.7,72.3,1.5,0.1,13.7,0.0,12.1,0.3,1400000US06037183620,"Census Tract 1836.20, Los Angeles County, California",6,37,183620
3442,48.5,5.9,3.2,2.0,2.7,7.3,18.6,25.0,14.7,4.4,7.3,6.2,2.4,0.3,37.0,63.0,2.2,0.6,15.9,0.4,11.1,6.8,1400000US06037187300,"Census Tract 1873, Los Angeles County, California",6,37,187300
2391,58.0,3.1,3.6,3.1,0.8,2.8,28.9,19.0,12.5,7.3,5.9,8.4,3.8,0.7,38.7,85.7,3.2,1.3,6.1,0.0,0.6,3.1,1400000US06037189702,"Census Tract 1897.02, Los Angeles County, California",6,37,189702
3011,53.6,5.8,6.8,10.3,8.8,10.0,15.5,11.6,13.4,3.0,5.7,6.4,2.0,0.6,32.0,52.9,2.3,0.0,6.5,0.0,35.7,2.6,1400000US06037199110,"Census Tract 1991.10, Los Angeles County, California",6,37,199110
4471,51.8,8.5,5.6,6.0,9.0,8.7,17.6,17.6,12.0,3.8,2.6,6.6,1.3,0.6,32.0,15.9,6.1,0.5,10.9,0.0,65.6,1.0,1400000US06037191720,"Census Tract 1917.20, Los Angeles County, California",6,37,191720
4120,48.1,3.8,3.9,5.8,5.4,8.1,19.3,17.0,15.7,4.9,4.5,5.0,3.9,2.8,37.0,40.1,0.8,0.0,39.2,1.2,14.8,3.9,1400000US06037197200,"Census Tract 1972, Los Angeles County, California",6,37,197200
2784,50.3,6.0,10.8,7.4,6.8,8.0,12.4,14.9,15.1,3.2,4.1,5.5,3.8,2.1,33.9,45.8,2.7,0.4,13.1,0.0,35.1,2.9,1400000US06037199900,"Census Tract 1999, Los Angeles County, California",6,37,199900
5590,47.1,5.6,4.4,5.4,5.6,8.2,7.8,13.3,13.8,6.8,8.7,9.0,7.8,3.6,44.8,32.2,2.1,0.0,56.5,0.0,3.0,6.2,1400000US06037650101,"Census Tract 6501.01, Los Angeles County, California",6,37,650101
3048,48.0,4.4,4.0,3.1,5.2,16.4,14.3,12.6,9.2,10.3,6.7,6.8,5.4,1.7,37.0,71.8,4.6,0.0,14.8,0.0,4.2,4.6,1400000US06037574800,"Census Tract 5748, Los Angeles County, California",6,37,574800
4960,50.5,3.3,3.2,1.2,15.6,31.5,20.3,7.7,7.4,2.2,2.4,3.5,1.3,0.4,23.9,54.7,9.5,0.2,17.8,0.4,11.3,6.0,1400000US06037574902,"Census Tract 5749.02, Los Angeles County, California",6,37,574902
5066,44.9,5.9,6.4,6.8,9.5,9.9,21.9,15.2,10.3,6.1,3.6,3.4,0.7,0.5,29.5,45.3,19.1,1.3,10.5,0.0,18.0,5.7,1400000US06037575103,"Census Tract 5751.03, Los Angeles County, California",6,37,575103
4747,57.2,4.0,3.4,5.1,4.9,7.2,21.7,16.4,16.6,2.6,6.4,7.4,3.3,0.9,36.6,46.8,26.0,0.0,7.4,0.0,13.3,6.5,1400000US06037575902,"Census Tract 5759.02, Los Angeles County, California",6,37,575902
4570,51.2,11.8,9.6,9.7,8.9,10.5,16.2,10.0,10.9,5.1,2.5,2.3,1.4,1.2,24.8,50.5,10.4,0.4,15.0,1.2,14.7,7.8,1400000US06037576401,"Census Tract 5764.01, Los Angeles County, California",6,37,576401
6633,49.0,9.7,7.7,8.8,9.2,8.2,13.0,14.7,12.6,3.7,3.9,5.4,2.9,0.3,30.7,16.1,52.6,0.0,0.0,0.4,29.6,1.2,1400000US06037600202,"Census Tract 6002.02, Los Angeles County, California",6,37,600202
4202,39.6,5.9,5.3,10.0,5.7,8.0,11.2,13.2,13.4,7.2,4.3,9.3,5.0,1.4,37.0,1.3,87.6,0.6,0.0,0.0,10.5,0.0,1400000US06037600400,"Census Tract 6004, Los Angeles County, California",6,37,600400
2430,44.6,12.8,9.7,10.4,7.7,7.9,16.0,14.7,13.0,3.5,1.8,1.7,0.2,0.5,25.7,10.3,30.2,0.0,3.5,0.7,53.7,1.6,1400000US06037600602,"Census Tract 6006.02, Los Angeles County, California",6,37,600602
4694,48.6,8.4,6.9,10.9,12.4,9.4,14.5,19.7,5.8,5.7,1.9,2.4,1.3,0.6,26.3,34.7,0.9,0.0,0.0,0.0,64.2,0.3,1400000US06037601600,"Census Tract 6016, Los Angeles County, California",6,37,601600
2637,52.0,8.8,6.2,3.7,7.7,10.6,14.5,17.4,15.5,8.2,4.1,1.8,0.6,1.0,34.1,29.5,8.0,0.3,18.5,0.0,39.8,3.9,1400000US06037120104,"Census Tract 1201.04, Los Angeles County, California",6,37,120104
2679,49.3,6.6,2.9,10.1,9.4,6.8,10.2,14.5,19.8,2.1,0.9,11.4,4.4,0.9,38.1,47.0,1.0,0.0,20.2,0.0,25.3,6.5,1400000US06037120105,"Census Tract 1201.05, Los Angeles County, California",6,37,120105
4572,51.6,9.1,11.4,10.8,8.0,7.5,18.7,9.9,11.0,7.6,0.9,2.8,1.6,0.9,26.1,26.9,2.9,0.0,11.5,0.0,51.9,6.7,1400000US06037120106,"Census Tract 1201.06, Los Angeles County, California",6,37,120106
5196,44.9,7.0,10.8,9.7,14.3,5.3,12.2,16.0,13.5,3.7,3.9,3.0,0.6,0.0,27.5,34.2,15.6,0.3,4.1,0.0,42.9,2.9,1400000US06037910713,"Census Tract 9107.13, Los Angeles County, California",6,37,910713
4010,49.9,3.2,13.1,10.9,11.2,7.3,13.7,13.3,16.4,2.9,3.3,2.9,1.8,0.0,29.4,35.8,8.1,0.6,5.0,0.0,48.3,2.2,1400000US06037910714,"Census Tract 9107.14, Los Angeles County, California",6,37,910714
6758,44.7,12.0,10.0,9.5,9.4,6.7,18.9,11.2,11.1,5.9,1.8,2.2,0.8,0.3,25.9,39.7,18.6,4.1,4.0,0.0,30.8,2.8,1400000US06037910715,"Census Tract 9107.15, Los Angeles County, California",6,37,910715
5372,48.8,5.4,6.8,13.3,11.1,6.6,10.4,16.3,13.0,5.6,3.1,4.3,2.1,2.0,31.8,30.6,15.1,1.5,2.7,0.0,46.3,3.9,1400000US06037910716,"Census Tract 9107.16, Los Angeles County, California",6,37,910716
6910,48.8,6.9,7.0,5.2,7.9,6.2,10.8,16.6,16.7,5.2,6.3,5.9,3.8,1.3,39.1,66.6,5.7,2.9,4.6,0.0,14.5,5.6,1400000US06083002802,"Census Tract 28.02, Santa Barbara County, California",6,83,2802
2013,52.7,8.5,6.0,6.8,10.8,4.2,13.2,7.9,23.9,4.2,3.6,6.0,3.5,1.5,36.1,78.2,4.2,0.0,2.9,0.8,13.9,0.0,1400000US06083002806,"Census Tract 28.06, Santa Barbara County, California",6,83,2806
3578,47.9,6.0,0.9,6.8,5.0,6.5,10.3,9.6,14.1,5.7,3.1,13.6,10.7,7.7,48.8,77.9,0.0,0.0,7.6,0.0,11.7,2.8,1400000US06083002913,"Census Tract 29.13, Santa Barbara County, California",6,83,2913
3256,48.8,2.6,2.7,5.7,6.3,8.0,13.9,9.6,20.6,5.4,3.6,7.6,8.4,5.7,46.2,80.5,0.4,0.0,10.0,0.2,4.7,4.2,1400000US06083002914,"Census Tract 29.14, Santa Barbara County, California",6,83,2914
4709,51.9,3.4,2.5,1.7,2.1,12.7,16.5,18.1,12.0,6.4,6.8,10.3,4.3,3.2,40.8,89.4,4.0,0.0,1.1,0.0,5.1,0.4,1400000US06083000400,"Census Tract 4, Santa Barbara County, California",6,83,400
2886,50.0,5.1,6.8,3.4,4.6,11.7,16.7,6.7,19.1,7.1,2.6,7.6,5.9,2.7,36.2,74.7,2.1,0.0,8.3,0.0,8.0,6.9,1400000US06083001203,"Census Tract 12.03, Santa Barbara County, California",6,83,1203
1036,55.9,7.5,5.9,9.4,6.1,5.5,8.0,9.8,17.0,9.5,7.5,11.9,1.6,0.3,42.8,90.4,0.5,1.9,0.0,0.1,5.6,1.4,1400000US06083001800,"Census Tract 18, Santa Barbara County, California",6,83,1800
2780,48.1,2.3,2.0,5.5,8.9,5.5,6.2,8.8,19.8,11.6,9.9,11.8,4.3,3.5,50.9,92.1,0.7,0.4,0.9,0.0,3.5,2.4,1400000US06083001905,"Census Tract 19.05, Santa Barbara County, California",6,83,1905
2929,42.0,6.5,5.4,6.1,9.5,2.5,12.5,10.8,9.7,8.4,8.0,7.5,8.1,5.1,41.6,88.0,1.5,0.0,2.0,0.0,7.3,1.3,1400000US06083002012,"Census Tract 20.12, Santa Barbara County, California",6,83,2012
2476,47.5,3.3,8.4,2.0,13.9,9.7,8.6,13.7,16.0,2.2,3.9,10.9,4.9,2.5,37.7,71.1,5.3,0.3,6.1,2.1,8.1,7.0,1400000US06083002708,"Census Tract 27.08, Santa Barbara County, California",6,83,2708
4129,50.7,2.4,6.6,6.5,6.4,7.9,6.3,7.4,17.6,10.1,7.4,11.9,8.0,1.5,49.8,83.4,1.2,0.0,6.2,1.2,4.0,4.0,1400000US06083002907,"Census Tract 29.07, Santa Barbara County, California",6,83,2907
