Name,GEO_ID,"Less than $50,000","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $199,999","$200,000 to $299,999","$300,000 to $499,999","$500,000 or more",Median (dollars),State,County,Tract
"Census Tract 75.02, San Diego County, California",1400000US06073007502,0,0,4.2,16,35.7,25.4,18.8,708900,6,73,7502
"Census Tract 95.02, San Diego County, California",1400000US06073009502,0,0,5.9,46.2,46.5,1.5,0,493300,6,73,9502
"Census Tract 87.01, San Diego County, California",1400000US06073008701,0,0,22.6,63.9,13.5,0,0,413100,6,73,8701
"Census Tract 91.04, San Diego County, California",1400000US06073009104,0,0,1.2,8.6,53.5,33.6,3.1,687900,6,73,9104
"Census Tract 92.02, San Diego County, California",1400000US06073009202,0,0.6,0,38.6,55.4,2.7,2.7,548800,6,73,9202
"Census Tract 95.06, San Diego County, California",1400000US06073009506,1.9,0,10.5,41.1,33.6,11.3,1.7,484300,6,73,9506
"Census Tract 96.02, San Diego County, California",1400000US06073009602,1.2,8.5,11.8,29.4,47.5,0,1.5,496100,6,73,9602
"Census Tract 5076, Santa Clara County, California",1400000US06085507600,2.2,0,0,1.6,1.7,2.3,92.1,2000001,6,85,507600
"Census Tract 5077.01, Santa Clara County, California",1400000US06085507701,1.5,0,0,1.4,1.4,4.4,91.3,1580100,6,85,507701
"Census Tract 5078.08, Santa Clara County, California",1400000US06085507808,0,0,1.1,0,7.1,9.7,82.1,1534800,6,85,507808
"Census Tract 5082.03, Santa Clara County, California",1400000US06085508203,0,0,0,0.9,9.1,11.2,78.8,1277600,6,85,508203
"Census Tract 5082.04, Santa Clara County, California",1400000US06085508204,0,0,0,0.9,7.9,11.7,79.5,1455200,6,85,508204
"Census Tract 5083.01, Santa Clara County, California",1400000US06085508301,0,0,0,2.3,0,7,90.7,1483000,6,85,508301
"Census Tract 5093.02, Santa Clara County, California",1400000US06085509302,1.4,0,3.8,0,2.1,15.4,77.4,1314000,6,85,509302
"Census Tract 2529.08, Solano County, California",1400000US06095252908,1.7,0,45.4,50.4,1.3,1.2,0,306700,6,95,252908
"Census Tract 2531.01, Solano County, California",1400000US06095253101,0,0,43.9,39.8,13.1,0,3.3,324700,6,95,253101
"Census Tract 2513, Solano County, California",1400000US06095251300,4.6,1.2,44,48.6,1.6,0,0,300800,6,95,251300
"Census Tract 2527.04, Solano County, California",1400000US06095252704,0,0,64,34.1,0,0,1.9,281500,6,95,252704
"Census Tract 2531.05, Solano County, California",1400000US06095253105,3.3,4.6,59.3,26.3,6.5,0,0,262400,6,95,253105
"Census Tract 2529.04, Solano County, California",1400000US06095252904,4.4,4.1,2.2,47,35.9,5.6,0.7,476100,6,95,252904
"Census Tract 2530, Solano County, California",1400000US06095253000,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,6,95,253000
"Census Tract 2534.02, Solano County, California",1400000US06095253402,1.2,0,47.5,48.8,2.4,0,0,303000,6,95,253402
"Census Tract 2521.02, Solano County, California",1400000US06095252102,2.7,0,28.4,52.2,13.8,2.9,0,362300,6,95,252102
"Census Tract 2522.01, Solano County, California",1400000US06095252201,0.9,0,4.8,31.8,44.6,10.5,7.4,570100,6,95,252201
"Census Tract 2523.06, Solano County, California",1400000US06095252306,1.6,0,31,54.9,12.6,0,0,350900,6,95,252306
"Census Tract 2524.01, Solano County, California",1400000US06095252401,4,2,80,11.1,1.4,1.6,0,212100,6,95,252401
"Census Tract 2504, Solano County, California",1400000US06095250400,0,0,60.9,29.7,9.5,0,0,265400,6,95,250400
"Census Tract 2511, Solano County, California",1400000US06095251100,0,2.6,76.1,21.3,0,0,0,240100,6,95,251100
"Census Tract 2515, Solano County, California",1400000US06095251500,0,0,55.6,36,8.3,0,0,273800,6,95,251500
"Census Tract 2516, Solano County, California",1400000US06095251600,7.2,0,55,26.1,0,0,11.7,282700,6,95,251600
"Census Tract 2519.01, Solano County, California",1400000US06095251901,8.9,4.2,39.7,45.6,1.7,0,0,278300,6,95,251901
"Census Tract 2522.02, Solano County, California",1400000US06095252202,1.1,0,17.2,57.6,20.1,2.3,1.7,410800,6,95,252202
"Census Tract 1907, Los Angeles County, California",1400000US06037190700,0,0,0,0,88.1,6.1,5.7,641900,6,37,190700
"Census Tract 1909.02, Los Angeles County, California",1400000US06037190902,0,0,13.3,13.3,60,13.3,0,597200,6,37,190902
"Census Tract 1911.10, Los Angeles County, California",1400000US06037191110,0,0,0,28.6,71.4,0,0,-666666666,6,37,191110
"Census Tract 1915, Los Angeles County, California",1400000US06037191500,3.7,0,0,38.8,27.1,23.4,7,569000,6,37,191500
"Census Tract 1924.10, Los Angeles County, California",1400000US06037192410,0,0,1.3,4.4,27.5,26.9,40,907000,6,37,192410
"Census Tract 1924.20, Los Angeles County, California",1400000US06037192420,0,0,0,23.7,58.6,17.8,0,612400,6,37,192420
"Census Tract 46.01, Fresno County, California",1400000US06019004601,2.6,0,79.6,16.2,0,1.7,0,212200,6,19,4601
"Census Tract 28, Fresno County, California",1400000US06019002800,1.8,33.3,61.9,1.1,0,1.8,0,136400,6,19,2800
"Census Tract 55.05, Fresno County, California",1400000US06019005505,0,0,35.7,59,5.4,0,0,342300,6,19,5505
"Census Tract 68.02, Fresno County, California",1400000US06019006802,0,5.7,88.7,2.3,0,0,3.4,177300,6,19,6802
"Census Tract 28.11, Kern County, California",1400000US06029002811,3.1,0.9,16.6,45.6,21.5,2.9,9.3,435500,6,29,2811
"Census Tract 20, Kern County, California",1400000US06029002000,0,31.5,68.5,0,0,0,0,116800,6,29,2000
"Census Tract 27, Kern County, California",1400000US06029002700,0,31.1,67.8,0,0,0,1,141600,6,29,2700
"Census Tract 31.24, Kern County, California",1400000US06029003124,6.3,2.5,85.1,3.9,2.1,0,0,201500,6,29,3124
"Census Tract 34, Kern County, California",1400000US06029003400,0,48.9,49.2,1.9,0,0,0,105600,6,29,3400
"Census Tract 38.09, Kern County, California",1400000US06029003809,1.1,0,22.7,58.2,10,6.9,1.1,368900,6,29,3809
"Census Tract 626.41, Orange County, California",1400000US06059062641,0,0,4.8,34.1,37.6,5.5,17.9,573500,6,59,62641
"Census Tract 628, Orange County, California",1400000US06059062800,0,0,3.6,0,2.1,13.9,80.5,1630100,6,59,62800
"Census Tract 631.01, Orange County, California",1400000US06059063101,0,0,0,0,20.1,47,33,909300,6,59,63101
"Census Tract 633.01, Orange County, California",1400000US06059063301,4,0,0,18.5,26,31.3,20.3,762300,6,59,63301
"Census Tract 633.02, Orange County, California",1400000US06059063302,0,0,1.7,7.6,9,39.8,42,949700,6,59,63302
"Census Tract 635, Orange County, California",1400000US06059063500,1.8,0,2.1,5.6,2.5,21.1,67,1553600,6,59,63500
"Census Tract 638.08, Orange County, California",1400000US06059063808,0,8.1,0,26.7,49.5,15.6,0,576500,6,59,63808
"Census Tract 741.02, Orange County, California",1400000US06059074102,0,2.7,16.1,54.8,25.4,1.1,0,424800,6,59,74102
"Census Tract 741.03, Orange County, California",1400000US06059074103,0,0,9.1,75.7,15.2,0,0,421200,6,59,74103
"Census Tract 741.06, Orange County, California",1400000US06059074106,6.2,2.9,34.8,34.7,15.4,4.8,1.2,323600,6,59,74106
"Census Tract 743, Orange County, California",1400000US06059074300,2.7,0,18.7,62.6,16,0,0,408400,6,59,74300
"Census Tract 746.02, Orange County, California",1400000US06059074602,2.1,0,11.5,62.4,24,0,0,413100,6,59,74602
"Census Tract 747.01, Orange County, California",1400000US06059074701,0,1,12.1,77.1,9.8,0,0,376900,6,59,74701
"Census Tract 878.01, Orange County, California",1400000US06059087801,0.9,6.9,13.6,48.1,30.5,0,0,402600,6,59,87801
"Census Tract 871.05, Orange County, California",1400000US06059087105,1.5,0,1.5,50,47,0,0,491900,6,59,87105
"Census Tract 872, Orange County, California",1400000US06059087200,0,0,8.4,56.4,33.4,1.8,0,443200,6,59,87200
"Census Tract 874.03, Orange County, California",1400000US06059087403,8.5,0,13.2,60.5,10.9,7,0,421700,6,59,87403
"Census Tract 444.04, Riverside County, California",1400000US06065044404,7.8,2.8,54.4,35,0,0,0,255000,6,65,44404
"Census Tract 46.03, San Bernardino County, California",1400000US06071004603,0,6.6,62.9,29.1,1.3,0,0,216400,6,71,4603
"Census Tract 46.04, San Bernardino County, California",1400000US06071004604,1,6.2,84.9,7.9,0,0,0,180900,6,71,4604
"Census Tract 57.01, San Bernardino County, California",1400000US06071005701,0,42.9,57.1,0,0,0,0,-666666666,6,71,5701
"Census Tract 444.05, Riverside County, California",1400000US06065044405,0,0,50.2,25.3,11.2,0,13.3,299500,6,65,44405
"Census Tract 445.15, Riverside County, California",1400000US06065044515,0,28.6,58.8,4.3,2.5,5.8,0,118300,6,65,44515
"Census Tract 445.16, Riverside County, California",1400000US06065044516,4.2,13.4,67,13.4,0,2,0,154600,6,65,44516
"Census Tract 445.17, Riverside County, California",1400000US06065044517,4.6,1.5,72.1,18.2,0,0,3.6,243000,6,65,44517
"Census Tract 445.18, Riverside County, California",1400000US06065044518,2.3,9.8,81.3,2.3,2.3,2,0,168800,6,65,44518
"Census Tract 445.20, Riverside County, California",1400000US06065044520,4.9,0,73.3,8.5,10.1,3.2,0,212100,6,65,44520
"Census Tract 445.21, Riverside County, California",1400000US06065044521,3.4,23,59.2,9.8,0,0,4.6,127500,6,65,44521
"Census Tract 445.22, Riverside County, California",1400000US06065044522,19.2,10.5,52.2,5.5,11.4,1.3,0,163000,6,65,44522
"Census Tract 446.05, Riverside County, California",1400000US06065044605,10.9,9.1,21.9,36.5,16.6,1.2,3.8,375300,6,65,44605
"Census Tract 446.06, Riverside County, California",1400000US06065044606,5.3,8.5,14.7,14.9,18.4,14.4,23.9,590800,6,65,44606
"Census Tract 449.17, Riverside County, California",1400000US06065044917,0,3.1,11.1,36.4,28.6,16.5,4.2,497300,6,65,44917
"Census Tract 449.18, Riverside County, California",1400000US06065044918,5.5,0,32.5,25.1,26.4,5.8,4.8,370800,6,65,44918
"Census Tract 449.19, Riverside County, California",1400000US06065044919,17.1,1.4,21.6,40.6,16.6,0,2.7,347600,6,65,44919
"Census Tract 77.01, San Diego County, California",1400000US06073007701,0,0,0,7.8,28.4,25.5,38.2,884600,6,73,7701
"Census Tract 77.02, San Diego County, California",1400000US06073007702,0,0,17.6,13.8,17.8,20.5,30.3,759900,6,73,7702
"Census Tract 79.05, San Diego County, California",1400000US06073007905,0,0,10.4,16.2,7.8,27.3,38.3,892900,6,73,7905
"Census Tract 79.07, San Diego County, California",1400000US06073007907,0,0,0,26.6,59.7,9.1,4.5,597800,6,73,7907
"Census Tract 79.08, San Diego County, California",1400000US06073007908,8.6,0,9.1,3.5,44.4,17.7,16.7,661900,6,73,7908
"Census Tract 79.10, San Diego County, California",1400000US06073007910,0,0,5.2,11.9,35.8,29.1,17.9,729200,6,73,7910
"Census Tract 80.03, San Diego County, California",1400000US06073008003,0,0,0,1.3,20,39,39.7,933900,6,73,8003
"Census Tract 80.06, San Diego County, California",1400000US06073008006,0,0,0,17.5,31.8,20.5,30.1,758300,6,73,8006
"Census Tract 83.61, San Diego County, California",1400000US06073008361,4.3,5.6,26.6,33.5,25.3,0,4.7,410600,6,73,8361
"Census Tract 83.62, San Diego County, California",1400000US06073008362,0,0,3.3,38.5,58.2,0,0,535300,6,73,8362
"Census Tract 83.63, San Diego County, California",1400000US06073008363,0,0,64,36,0,0,0,-666666666,6,73,8363
"Census Tract 83.64, San Diego County, California",1400000US06073008364,3.1,0,14.4,25,40,2.3,15.2,546900,6,73,8364
"Census Tract 83.65, San Diego County, California",1400000US06073008365,0.7,0,1.8,4.6,32.8,54.1,6,796500,6,73,8365
"Census Tract 83.66, San Diego County, California",1400000US06073008366,0.5,0,0,8.9,33.5,54.5,2.6,782500,6,73,8366
"Census Tract 93.05, San Diego County, California",1400000US06073009305,0,0,1.8,54.2,43.9,0,0,488400,6,73,9305
"Census Tract 93.06, San Diego County, California",1400000US06073009306,0,1,7,36.3,45.9,9.8,0,531100,6,73,9306
"Census Tract 95.10, San Diego County, California",1400000US06073009510,0,0,100,0,0,0,0,-666666666,6,73,9510
"Census Tract 95.11, San Diego County, California",1400000US06073009511,0,0,0,100,0,0,0,-666666666,6,73,9511
"Census Tract 125.01, San Diego County, California",1400000US06073012501,0,11.5,51.3,37.2,0,0,0,-666666666,6,73,12501
"Census Tract 125.02, San Diego County, California",1400000US06073012502,24.3,18.9,21.6,35.1,0,0,0,-666666666,6,73,12502
"Census Tract 133.1, San Diego County, California",1400000US06073013310,0,0,4.9,60.7,33,0,1.5,451700,6,73,13310
"Census Tract 133.14, San Diego County, California",1400000US06073013314,0.8,0,8.4,44.8,40.8,5.3,0,481400,6,73,13314
"Census Tract 134.20, San Diego County, California",1400000US06073013420,0,0,0,48,47.7,4.3,0,510500,6,73,13420
"Census Tract 134.21, San Diego County, California",1400000US06073013421,0,0,5,52.2,30.5,12.3,0,476000,6,73,13421
"Census Tract 148.05, San Diego County, California",1400000US06073014805,1.7,0,29.6,40.7,27.9,0,0,401100,6,73,14805
"Census Tract 148.06, San Diego County, California",1400000US06073014806,0,9.6,24.8,27.2,38.4,0,0,357400,6,73,14806
"Census Tract 615, San Francisco County, California",1400000US06075061500,1.9,0,2.4,9.3,28.4,23.5,34.5,835000,6,75,61500
"Census Tract 31.13, San Joaquin County, California",1400000US06077003113,0,4.2,72.8,8.1,14.8,0,0,229800,6,77,3113
"Census Tract 43.05, San Joaquin County, California",1400000US06077004305,4.1,0,22.8,61.6,11.5,0,0,380800,6,77,4305
"Census Tract 51.26, San Joaquin County, California",1400000US06077005126,2,0,70.1,24.5,3.5,0,0,257900,6,77,5126
"Census Tract 31.10, San Joaquin County, California",1400000US06077003110,4.3,2,64.5,29.3,0,0,0,253500,6,77,3110
"Census Tract 34.06, San Joaquin County, California",1400000US06077003406,0,9.7,90.3,0,0,0,0,129700,6,77,3406
"Census Tract 51.09, San Joaquin County, California",1400000US06077005109,5.2,0,58.8,32.5,3.6,0,0,261400,6,77,5109
"Census Tract 5, San Joaquin County, California",1400000US06077000500,0,16.7,83.3,0,0,0,0,125000,6,77,500
"Census Tract 31.14, San Joaquin County, California",1400000US06077003114,2.6,0,21,42.4,22.6,7,4.3,413100,6,77,3114
"Census Tract 49.02, San Joaquin County, California",1400000US06077004902,0,0,39.4,23.1,20.9,16.7,0,407100,6,77,4902
"Census Tract 31.09, San Joaquin County, California",1400000US06077003109,0,4.5,73,16.6,5.9,0,0,227900,6,77,3109
"Census Tract 5, Amador County, California",1400000US06005000500,2,0,40.9,48.9,6,2.2,0,322900,6,5,500
"Census Tract 2, Amador County, California",1400000US06005000200,0,3,29.3,45.5,15.6,1.8,4.9,349200,6,5,200
"Census Tract 4.02, Amador County, California",1400000US06005000402,6,0,56.1,27.8,10,0,0,281700,6,5,402
"Census Tract 3.01, Amador County, California",1400000US06005000301,0,2.6,38.7,28.8,22.2,3.4,4.3,378200,6,5,301
"Census Tract 4.01, Amador County, California",1400000US06005000401,2.3,2.7,40.6,40.9,8.7,4.8,0,319700,6,5,401
"Census Tract 9900, El Dorado County, California",1400000US06017990000,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,6,17,990000
"Census Tract 5.01, Fresno County, California",1400000US06019000501,0,68.9,31.1,0,0,0,0,93200,6,19,501
"Census Tract 74.32, Sacramento County, California",1400000US06067007432,0.7,2.1,62.7,33.7,0.8,0,0,274000,6,67,7432
"Census Tract 74.33, Sacramento County, California",1400000US06067007433,1.4,1.4,60.6,33.2,3.4,0,0,277700,6,67,7433
"Census Tract 85.05, Sacramento County, California",1400000US06067008505,0.8,0,6,29.8,52.9,6.5,4,563000,6,67,8505
"Census Tract 85.06, Sacramento County, California",1400000US06067008506,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,6,67,8506
"Census Tract 85.07, Sacramento County, California",1400000US06067008507,3.6,0,10.2,66.7,19.6,0,0,417600,6,67,8507
"Census Tract 85.08, Sacramento County, California",1400000US06067008508,2.3,0,5.6,61.1,31.1,0,0,443800,6,67,8508
"Census Tract 85.09, Sacramento County, California",1400000US06067008509,0.8,0.7,0,32.6,63.5,2.3,0,562500,6,67,8509
"Census Tract 85.10, Sacramento County, California",1400000US06067008510,1.6,0,0.6,51,34,6.4,6.3,491800,6,67,8510
"Census Tract 85.12, Sacramento County, California",1400000US06067008512,1.4,0.8,0,36.9,54.1,4.5,2.4,550900,6,67,8512
"Census Tract 85.13, Sacramento County, California",1400000US06067008513,0,0,10.3,38.1,38.8,6.3,6.5,510300,6,67,8513
"Census Tract 149.01, San Diego County, California",1400000US06073014901,1.1,0,3.6,19.3,56.9,6.7,12.4,614100,6,73,14901
"Census Tract 149.02, San Diego County, California",1400000US06073014902,2.1,0,10.1,47.9,39.9,0,0,470100,6,73,14902
"Census Tract 165.03, San Diego County, California",1400000US06073016503,7.5,4.1,38.1,41.2,9.1,0,0,301600,6,73,16503
"Census Tract 165.04, San Diego County, California",1400000US06073016504,14,3.5,36.5,42.1,0,0,3.8,286800,6,73,16504
"Census Tract 170.51, San Diego County, California",1400000US06073017051,0,0,11.3,36.3,38.3,9.9,4.1,515200,6,73,17051
"Census Tract 170.52, San Diego County, California",1400000US06073017052,1.8,0,17,15.8,50.1,13.9,1.4,576900,6,73,17052
"Census Tract 170.53, San Diego County, California",1400000US06073017053,0,0,2.5,4.7,24.1,31.3,37.4,899600,6,73,17053
"Census Tract 170.54, San Diego County, California",1400000US06073017054,1.2,0,0.6,28.3,38.3,18.1,13.5,629800,6,73,17054
"Census Tract 170.55, San Diego County, California",1400000US06073017055,2.6,0,1.8,14,74.9,6.7,0,605700,6,73,17055
"Census Tract 170.56, San Diego County, California",1400000US06073017056,0,0,2.7,39.8,54.4,3,0,534200,6,73,17056
"Census Tract 171.09, San Diego County, California",1400000US06073017109,0,0.9,3.4,6.1,14.4,38.6,36.6,913000,6,73,17109
"Census Tract 171.10, San Diego County, California",1400000US06073017110,0,0.7,0,7.9,22.6,18.6,50.2,1005400,6,73,17110
"Census Tract 178.13, San Diego County, California",1400000US06073017813,0,0,4.9,7.8,14.5,37.5,35.3,902200,6,73,17813
"Census Tract 186.13, San Diego County, California",1400000US06073018613,0,0,32.2,60.1,6.4,0,1.3,342600,6,73,18613
"Census Tract 186.14, San Diego County, California",1400000US06073018614,2.7,7.2,39.7,41,9.4,0,0,301500,6,73,18614
"Census Tract 198.08, San Diego County, California",1400000US06073019808,1.6,1.7,0,33.7,57.5,1.4,4.1,556200,6,73,19808
"Census Tract 198.09, San Diego County, California",1400000US06073019809,0,0.9,7.1,35.5,47.9,8.6,0,534100,6,73,19809
"Census Tract 200.26, San Diego County, California",1400000US06073020026,3.2,3.2,6,32.5,51.1,4,0,524800,6,73,20026
"Census Tract 200.27, San Diego County, California",1400000US06073020027,0.4,1.9,5.8,23,39.4,19.2,10.2,619600,6,73,20027
"Census Tract 200.28, San Diego County, California",1400000US06073020028,0,0,100,0,0,0,0,-666666666,6,73,20028
"Census Tract 200.29, San Diego County, California",1400000US06073020029,4.8,16.7,62.4,3.2,3.8,9.1,0,204200,6,73,20029
"Census Tract 202.13, San Diego County, California",1400000US06073020213,0,0,31.9,68.1,0,0,0,330500,6,73,20213
"Census Tract 202.14, San Diego County, California",1400000US06073020214,12.7,0,39.7,47.6,0,0,0,247000,6,73,20214
"Census Tract 203.08, San Diego County, California",1400000US06073020308,21.5,17.6,46.3,6.3,8.3,0,0,-666666666,6,73,20308
"Census Tract 203.09, San Diego County, California",1400000US06073020309,0,0,9.2,59.5,31.3,0,0,438300,6,73,20309
"Census Tract 208.10, San Diego County, California",1400000US06073020810,1.4,0.8,5.1,65.9,24.2,1.5,1.2,446200,6,73,20810
"Census Tract 208.11, San Diego County, California",1400000US06073020811,1.8,0.6,11.4,62.8,19.2,2.8,1.4,424200,6,73,20811
"Census Tract 212.05, San Diego County, California",1400000US06073021205,0,2.1,23.8,40.3,30.4,3.5,0,420600,6,73,21205
"Census Tract 212.06, San Diego County, California",1400000US06073021206,0,0,4.4,43.3,45.4,4.5,2.5,513000,6,73,21206
"Census Tract 214, San Diego County, California",1400000US06073021400,2.7,0,0,21,32.4,27.2,16.7,703000,6,73,21400
