White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Name,State,County,Tract
82.4,4.8,0.0,6.0,0.0,4.0,2.7,1400000US06037189905,2402,53.2,1.1,0.7,1.0,2.2,5.3,32.5,22.8,9.7,4.8,4.2,8.3,5.5,1.8,38.3,"Census Tract 1899.05, Los Angeles County, California",6,37,189905
58.9,9.0,1.6,3.1,0.0,25.2,2.3,1400000US06037190201,2533,55.0,0.7,3.4,1.1,13.8,12.0,28.9,10.3,11.9,2.6,2.1,3.8,3.8,5.7,30.3,"Census Tract 1902.01, Los Angeles County, California",6,37,190201
61.2,13.0,0.0,6.4,0.0,11.9,7.6,1400000US06037190202,3328,60.4,1.3,0.0,0.0,1.2,7.4,34.9,21.9,12.7,4.3,5.8,5.9,2.4,2.1,36.9,"Census Tract 1902.02, Los Angeles County, California",6,37,190202
66.6,0.9,0.0,13.7,0.9,9.7,8.1,1400000US06037190401,2863,45.2,2.6,0.0,1.5,1.5,3.9,37.2,15.3,13.3,7.8,5.3,5.7,5.2,0.6,37.5,"Census Tract 1904.01, Los Angeles County, California",6,37,190401
68.6,6.1,0.0,14.8,0.0,7.5,2.9,1400000US06037190402,2405,52.0,2.8,2.2,0.0,3.3,4.9,28.4,17.6,11.9,8.1,5.9,5.4,7.4,2.2,38.7,"Census Tract 1904.02, Los Angeles County, California",6,37,190402
46.3,8.8,1.8,9.1,0.0,31.1,3.0,1400000US06037190801,2693,52.8,2.8,2.2,1.5,8.5,18.5,17.2,11.4,9.4,6.3,3.6,7.4,8.8,2.5,34.8,"Census Tract 1908.01, Los Angeles County, California",6,37,190801
88.1,0.0,0.5,3.6,2.1,0.1,5.6,1400000US06053011602,6069,44.8,2.3,4.1,5.7,5.6,1.6,3.6,7.8,12.5,8.1,5.5,22.0,12.3,8.9,58.8,"Census Tract 116.02, Monterey County, California",6,53,11602
90.5,0.5,1.1,2.3,0.6,3.4,1.5,1400000US06053011604,2179,44.0,6.6,2.8,5.2,2.7,1.1,3.8,8.9,8.7,5.5,8.5,23.9,15.9,6.6,63.2,"Census Tract 116.04, Monterey County, California",6,53,11604
85.1,0.0,0.1,5.0,0.0,1.1,8.7,1400000US06053011801,2014,47.9,5.0,1.9,8.6,1.2,0.0,9.5,10.6,11.4,7.0,5.5,21.6,9.6,8.0,56.7,"Census Tract 118.01, Monterey County, California",6,53,11801
93.8,0.0,0.0,3.5,0.0,1.2,1.5,1400000US06053011802,1841,44.5,1.5,2.8,4.3,1.4,0.0,7.3,6.6,9.8,9.9,7.7,22.7,14.0,12.0,64.5,"Census Tract 118.02, Monterey County, California",6,53,11802
85.6,0.8,0.0,5.7,0.0,0.4,7.6,1400000US06053012502,4949,53.8,1.6,7.2,2.5,3.7,6.6,20.1,13.1,13.6,6.5,6.5,8.9,6.9,2.8,40.1,"Census Tract 125.02, Monterey County, California",6,53,12502
74.4,5.4,0.0,6.4,0.0,3.5,10.3,1400000US06053014104,1892,30.3,0.0,0.0,0.0,60.1,37.1,1.6,0.0,1.2,0.0,0.0,0.0,0.0,0.0,19.6,"Census Tract 141.04, Monterey County, California",6,53,14104
74.7,1.7,1.2,9.0,0.0,5.0,8.4,1400000US06053014105,3407,45.1,8.9,4.3,8.4,5.3,11.9,18.0,14.4,13.8,5.0,4.1,4.8,0.9,0.3,30.7,"Census Tract 141.05, Monterey County, California",6,53,14105
62.5,5.9,1.8,9.1,1.8,11.7,7.3,1400000US06053014107,7762,51.8,16.6,7.0,5.8,3.7,9.7,26.8,11.9,9.7,1.5,2.4,2.9,1.2,0.8,28.3,"Census Tract 141.07, Monterey County, California",6,53,14107
51.9,5.3,0.7,16.4,1.1,11.7,13.0,1400000US06053014201,5723,53.5,8.0,5.3,8.1,2.4,6.1,18.0,13.1,12.7,6.2,6.9,7.6,3.1,2.5,36.6,"Census Tract 142.01, Monterey County, California",6,53,14201
46.9,5.1,0.0,23.8,5.3,5.4,13.5,1400000US06053014202,4605,46.7,13.4,5.6,2.4,6.7,9.6,14.2,11.5,8.9,5.3,6.2,6.6,6.3,3.1,33.2,"Census Tract 142.02, Monterey County, California",6,53,14202
64.2,1.9,2.1,8.3,0.0,17.2,6.4,1400000US06053014500,4542,46.8,7.0,7.8,7.9,6.4,3.2,13.2,11.6,10.8,7.2,8.6,7.4,4.0,4.9,38.4,"Census Tract 145, Monterey County, California",6,53,14500
59.4,0.0,4.3,0.8,0.0,34.0,1.5,1400000US06053014601,5972,49.5,8.4,7.2,11.1,10.1,8.1,14.8,12.3,16.2,3.2,1.5,5.0,1.6,0.4,28.0,"Census Tract 146.01, Monterey County, California",6,53,14601
58.2,1.9,0.0,5.1,0.0,29.7,5.1,1400000US06053014700,7555,49.4,7.3,7.9,9.0,7.1,11.7,10.7,10.6,12.9,6.7,6.2,5.9,2.6,1.5,30.2,"Census Tract 147, Monterey County, California",6,53,14700
57.0,0.5,0.7,3.4,0.0,37.2,1.2,1400000US06053014800,6417,53.5,8.4,8.8,11.1,8.6,8.5,16.9,11.0,12.2,4.9,4.6,2.6,1.9,0.6,28.8,"Census Tract 148, Monterey County, California",6,53,14800
-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,1400000US06053980000,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,"Census Tract 9800, Monterey County, California",6,53,980000
70.4,5.3,0.8,2.8,0.3,8.7,11.7,1400000US06083002705,4168,45.3,9.3,6.2,7.1,4.0,9.9,16.4,8.8,6.8,7.0,7.1,7.0,5.4,5.1,33.1,"Census Tract 27.05, Santa Barbara County, California",6,83,2705
76.1,3.8,0.0,5.1,0.0,8.6,6.4,1400000US06083003004,5084,48.1,7.2,3.4,4.6,11.2,6.9,11.1,12.2,14.5,6.7,8.0,8.7,4.4,1.2,40.2,"Census Tract 30.04, Santa Barbara County, California",6,83,3004
90.1,0.7,0.0,4.7,0.0,2.4,2.0,1400000US06083000200,4314,47.9,0.5,6.0,4.3,4.1,5.3,12.6,11.7,14.3,4.1,6.2,12.8,9.9,8.4,47.0,"Census Tract 2, Santa Barbara County, California",6,83,200
89.0,0.0,0.2,0.0,0.0,9.5,1.4,1400000US06083002403,6792,50.4,13.2,11.9,10.0,8.8,9.8,16.4,11.4,10.5,2.0,1.8,1.5,1.0,1.6,23.6,"Census Tract 24.03, Santa Barbara County, California",6,83,2403
80.8,2.5,1.7,6.3,0.0,6.7,2.1,1400000US06083002906,3850,49.4,4.5,4.3,4.9,7.9,6.5,8.4,11.8,12.9,12.3,4.1,11.1,8.8,2.6,47.7,"Census Tract 29.06, Santa Barbara County, California",6,83,2906
75.3,4.4,0.0,5.1,0.0,7.7,7.5,1400000US06083002211,5661,50.4,6.7,7.5,10.5,2.4,4.7,7.8,13.8,11.8,4.6,5.3,9.9,7.3,7.7,43.1,"Census Tract 22.11, Santa Barbara County, California",6,83,2211
81.3,3.4,0.8,2.7,0.0,5.9,5.9,1400000US06083002809,5087,50.9,4.4,4.9,8.8,8.3,5.6,10.0,10.6,12.7,7.7,11.4,7.7,6.1,1.7,43.3,"Census Tract 28.09, Santa Barbara County, California",6,83,2809
84.4,2.4,0.3,1.2,0.0,6.2,5.5,1400000US06097151100,5679,49.3,5.3,6.4,5.6,6.1,5.8,13.0,9.8,13.8,8.2,8.0,12.1,3.7,2.1,43.1,"Census Tract 1511, Sonoma County, California",6,97,151100
83.8,0.4,0.0,6.9,0.0,6.4,2.5,1400000US06097150602,4357,51.1,6.7,3.9,5.5,6.2,5.9,13.4,14.7,14.7,6.3,4.8,14.1,3.0,0.7,39.5,"Census Tract 1506.02, Sonoma County, California",6,97,150602
73.9,1.0,0.3,1.0,2.2,16.0,5.8,1400000US06097150701,5156,47.7,3.0,5.7,6.1,4.4,4.0,10.8,15.8,17.4,8.7,6.9,13.7,2.6,0.9,45.2,"Census Tract 1507.01, Sonoma County, California",6,97,150701
57.9,3.8,0.3,2.4,0.0,33.3,2.3,1400000US06097151305,6344,49.8,6.0,8.5,6.9,4.7,13.2,18.1,11.3,10.6,6.3,5.0,5.7,2.5,1.2,31.3,"Census Tract 1513.05, Sonoma County, California",6,97,151305
79.2,1.4,1.4,5.2,0.0,5.2,7.6,1400000US06097151307,5622,49.4,7.1,8.5,3.9,4.4,2.4,21.5,11.6,10.8,7.8,8.5,8.9,2.4,2.1,37.3,"Census Tract 1513.07, Sonoma County, California",6,97,151307
73.5,6.0,0.2,7.2,0.1,9.8,3.3,1400000US06097151310,5661,47.0,3.6,3.0,4.9,23.8,19.4,11.8,10.2,10.7,2.5,4.1,4.8,0.9,0.4,23.3,"Census Tract 1513.10, Sonoma County, California",6,97,151310
73.4,2.2,1.7,3.7,0.0,10.7,8.3,1400000US06097151900,3390,49.6,4.5,4.7,4.0,8.0,2.8,18.7,12.8,14.1,8.7,5.8,9.1,4.0,2.7,40.3,"Census Tract 1519, Sonoma County, California",6,97,151900
63.9,5.7,2.8,2.6,0.3,13.1,11.6,1400000US06097152201,3954,48.9,4.4,7.2,4.1,4.6,5.9,22.3,12.7,10.4,7.3,10.6,6.9,1.7,1.9,35.4,"Census Tract 1522.01, Sonoma County, California",6,97,152201
73.0,0.7,1.6,5.5,0.0,13.6,5.7,1400000US06097152202,6594,43.2,5.3,4.0,9.3,5.6,4.0,10.3,13.5,16.0,3.6,5.7,11.8,7.6,3.3,44.0,"Census Tract 1522.02, Sonoma County, California",6,97,152202
65.9,3.0,0.3,3.1,3.1,11.9,12.6,1400000US06097152904,5213,53.0,4.9,4.7,5.1,5.8,11.4,15.2,12.5,12.6,7.3,6.1,9.7,2.4,2.3,37.8,"Census Tract 1529.04, Sonoma County, California",6,97,152904
57.2,0.5,3.1,5.3,0.0,23.1,10.8,1400000US06097153003,5803,45.5,8.6,8.3,4.5,6.5,5.3,19.3,15.0,10.1,5.7,6.0,6.1,2.9,1.6,33.3,"Census Tract 1530.03, Sonoma County, California",6,97,153003
87.7,0.0,5.0,0.1,0.0,3.5,3.8,1400000US06103000800,4315,54.9,4.7,4.8,8.5,7.1,3.1,10.4,11.1,18.5,6.2,9.8,7.5,5.5,2.8,45.2,"Census Tract 8, Tehama County, California",6,103,800
80.5,0.0,1.1,1.3,0.0,12.9,4.2,1400000US06103000900,3371,51.2,5.0,8.9,4.1,8.2,6.6,7.6,13.7,12.5,5.0,7.3,12.6,6.6,2.0,42.5,"Census Tract 9, Tehama County, California",6,103,900
87.9,0.1,2.3,0.7,0.0,3.1,5.9,1400000US06103000100,4685,52.7,5.4,3.3,6.4,6.3,4.9,8.1,12.4,13.1,8.3,10.7,12.4,6.0,2.6,48.8,"Census Tract 1, Tehama County, California",6,103,100
88.5,0.5,0.5,0.8,0.1,6.2,3.3,1400000US06103000300,4805,54.4,3.8,5.5,7.0,7.1,5.8,11.6,10.8,17.0,5.7,7.8,10.0,6.0,2.1,43.9,"Census Tract 3, Tehama County, California",6,103,300
84.7,0.7,3.6,1.4,0.0,5.0,4.6,1400000US06103000200,7610,45.7,8.4,4.5,5.7,3.5,5.8,14.6,9.6,15.4,5.4,8.0,11.1,5.6,2.4,43.1,"Census Tract 2, Tehama County, California",6,103,200
88.0,1.7,1.4,3.0,0.0,0.0,5.8,1400000US06103000400,5766,52.5,1.1,4.3,8.8,8.4,1.9,5.0,12.3,10.0,11.4,5.2,19.8,9.5,2.2,52.6,"Census Tract 4, Tehama County, California",6,103,400
76.7,0.8,2.0,0.3,0.1,17.6,2.5,1400000US06103001100,7749,46.1,6.8,11.6,9.0,5.9,7.0,19.6,8.0,10.1,7.4,4.2,7.9,2.0,0.4,29.6,"Census Tract 11, Tehama County, California",6,103,1100
86.4,1.3,4.1,4.6,0.0,1.1,2.5,1400000US06103000500,5025,52.8,3.1,5.6,9.3,5.8,10.2,12.2,12.3,8.5,10.9,5.1,9.6,6.0,1.4,38.8,"Census Tract 5, Tehama County, California",6,103,500
88.5,0.0,2.1,1.2,0.0,6.2,2.0,1400000US06103001000,6612,47.9,4.9,11.0,5.9,6.4,3.7,9.4,12.1,10.5,6.7,6.4,13.3,6.8,2.8,41.1,"Census Tract 10, Tehama County, California",6,103,1000
45.2,3.4,1.2,0.3,0.0,42.1,7.8,1400000US06025010200,2995,48.3,10.5,12.2,10.1,6.3,7.3,14.4,7.3,11.0,4.2,5.9,7.4,1.3,2.1,26.7,"Census Tract 102, Imperial County, California",6,25,10200
85.6,0.1,0.2,0.6,0.6,12.1,0.9,1400000US06025010400,7125,46.6,8.7,11.8,10.1,8.3,7.7,13.5,10.6,8.7,4.5,4.9,7.3,2.8,1.2,25.6,"Census Tract 104, Imperial County, California",6,25,10400
35.9,19.8,0.0,24.8,0.0,5.0,14.4,1400000US06067004006,5308,50.7,10.4,2.6,6.9,6.0,3.7,16.7,10.0,10.1,6.0,9.4,8.9,6.4,2.8,37.9,"Census Tract 40.06, Sacramento County, California",6,67,4006
36.1,21.7,0.5,22.4,2.7,6.8,9.9,1400000US06067004010,5670,48.7,10.1,4.8,3.7,3.6,2.6,22.5,8.9,12.0,6.1,8.2,7.1,4.6,5.8,37.9,"Census Tract 40.10, Sacramento County, California",6,67,4010
45.5,5.7,0.3,41.2,0.7,3.0,3.6,1400000US06067004011,3134,43.8,4.4,4.1,4.8,3.5,5.4,14.6,7.2,14.7,10.6,8.8,12.7,5.2,3.9,49.2,"Census Tract 40.11, Sacramento County, California",6,67,4011
26.4,22.0,0.5,23.3,11.5,9.8,6.5,1400000US06067004903,7300,50.0,6.6,8.3,6.2,11.2,11.7,13.7,12.9,12.9,5.9,4.1,4.1,1.9,0.6,29.4,"Census Tract 49.03, Sacramento County, California",6,67,4903
23.3,28.2,0.0,23.6,3.2,18.1,3.5,1400000US06067004906,3139,48.8,8.7,6.6,9.5,6.7,6.9,15.0,8.5,16.2,6.6,5.5,6.9,2.0,0.9,32.8,"Census Tract 49.06, Sacramento County, California",6,67,4906
37.2,16.1,2.6,21.1,0.0,20.9,2.2,1400000US06067005002,6971,51.0,11.9,9.0,7.1,3.6,2.7,16.6,12.2,9.6,7.2,5.5,8.1,4.3,2.1,34.2,"Census Tract 50.02, Sacramento County, California",6,67,5002
39.8,22.5,0.0,7.1,0.0,23.1,7.6,1400000US06067005506,3748,49.4,7.8,5.9,7.3,4.8,15.8,21.9,15.6,9.0,2.9,3.7,3.0,1.5,0.6,27.2,"Census Tract 55.06, Sacramento County, California",6,67,5506
84.2,2.0,0.0,2.0,0.7,6.0,5.0,1400000US06067005801,5368,49.5,4.6,6.6,6.4,5.1,3.6,12.3,13.7,11.0,9.4,10.1,10.2,4.7,2.4,41.7,"Census Tract 58.01, Sacramento County, California",6,67,5801
57.4,11.5,0.9,4.9,0.3,21.7,3.4,1400000US06067006300,5458,49.0,9.2,6.9,8.1,7.7,7.9,16.5,14.3,11.3,5.0,3.3,6.2,2.8,0.8,31.9,"Census Tract 63, Sacramento County, California",6,67,6300
47.6,19.4,0.2,3.9,0.0,17.7,11.2,1400000US06067007012,3427,45.2,7.6,8.3,7.1,5.1,5.1,17.0,10.0,15.9,9.1,8.5,4.4,1.5,0.6,34.8,"Census Tract 70.12, Sacramento County, California",6,67,7012
51.7,11.6,2.1,18.6,0.0,10.9,5.2,1400000US06067007204,5093,48.2,7.6,7.5,7.6,7.4,7.4,19.5,9.8,16.1,5.0,2.9,4.6,3.0,1.5,31.4,"Census Tract 72.04, Sacramento County, California",6,67,7204
57.6,23.6,0.7,3.8,0.0,5.3,9.0,1400000US06067007423,5307,44.0,9.1,10.9,8.0,5.8,8.6,18.0,13.8,10.4,3.6,6.0,4.6,1.2,0.0,29.3,"Census Tract 74.23, Sacramento County, California",6,67,7423
86.1,0.8,0.0,6.5,0.0,0.5,6.0,1400000US06067007905,4273,50.0,5.9,5.4,5.8,5.1,5.1,9.4,11.2,14.6,8.6,7.3,9.0,8.9,3.8,47.6,"Census Tract 79.05, Sacramento County, California",6,67,7905
82.0,3.2,0.6,2.3,0.0,1.5,10.3,1400000US06067007906,3794,47.9,6.9,6.2,5.8,4.8,5.2,12.6,10.0,13.7,7.6,8.1,11.1,5.2,2.8,43.0,"Census Tract 79.06, Sacramento County, California",6,67,7906
82.1,2.5,1.1,4.4,0.0,2.2,7.7,1400000US06067008128,2471,50.8,4.9,4.9,5.9,5.6,5.7,11.4,15.8,11.2,9.5,6.2,12.8,4.3,1.8,42.4,"Census Tract 81.28, Sacramento County, California",6,67,8128
85.3,4.5,0.0,3.8,0.2,0.7,5.4,1400000US06067008141,6746,50.5,7.2,7.0,6.8,5.7,6.9,19.8,14.2,10.5,6.6,4.4,7.0,2.9,0.8,32.6,"Census Tract 81.41, Sacramento County, California",6,67,8141
80.1,3.9,1.0,2.5,1.4,5.5,5.7,1400000US06067008142,3779,50.3,10.0,5.6,5.4,5.3,10.3,16.9,14.3,13.9,6.4,4.7,5.0,1.7,0.6,33.0,"Census Tract 81.42, Sacramento County, California",6,67,8142
77.6,0.7,0.0,13.9,1.4,0.9,5.5,1400000US06067008403,6425,51.2,7.3,6.1,8.5,7.1,3.3,15.8,12.6,13.6,7.8,4.1,8.2,3.1,2.6,38.1,"Census Tract 84.03, Sacramento County, California",6,67,8403
91.2,0.0,0.6,1.2,0.0,1.2,5.8,1400000US06017031402,6067,51.6,2.2,4.1,6.9,4.3,7.1,7.1,8.1,13.4,11.9,11.0,16.4,6.7,0.9,53.5,"Census Tract 314.02, El Dorado County, California",6,17,31402
88.3,0.0,1.0,4.5,0.0,2.8,3.4,1400000US06017031000,5908,49.6,3.3,5.8,5.2,4.9,4.2,13.1,12.2,15.7,6.4,7.6,11.9,8.1,1.6,46.4,"Census Tract 310, El Dorado County, California",6,17,31000
78.8,4.0,1.5,1.6,0.9,8.3,5.0,1400000US06055200202,2772,53.6,7.0,4.9,5.4,4.6,5.4,23.5,11.4,8.7,5.8,8.3,10.0,4.2,0.6,34.7,"Census Tract 2002.02, Napa County, California",6,55,200202
83.1,0.6,0.0,2.1,0.0,10.3,3.9,1400000US06055200400,4127,51.6,5.3,3.1,6.0,4.3,10.5,12.0,11.1,14.0,6.3,6.0,16.5,3.3,1.5,43.3,"Census Tract 2004, Napa County, California",6,55,200400
88.6,0.6,1.8,4.5,0.4,1.5,2.8,1400000US06019006405,5306,51.7,6.2,7.3,6.2,2.4,2.5,10.3,13.1,7.9,9.3,12.6,13.0,6.9,2.2,46.8,"Census Tract 64.05, Fresno County, California",6,19,6405
77.1,0.3,0.3,0.5,0.0,21.5,0.5,1400000US06019006201,2386,50.5,11.7,8.8,8.9,6.2,8.5,10.0,18.7,11.3,2.3,4.7,6.1,2.1,0.8,30.4,"Census Tract 62.01, Fresno County, California",6,19,6201
64.0,0.1,0.3,1.5,0.0,32.1,1.9,1400000US06019006202,6311,48.2,11.4,6.7,7.6,8.4,7.8,13.5,11.6,10.8,5.0,6.4,5.4,3.8,1.7,31.8,"Census Tract 62.02, Fresno County, California",6,19,6202
67.0,0.5,0.5,0.5,0.0,30.0,1.5,1400000US06019006501,6601,50.0,13.2,11.3,9.9,8.1,8.2,12.8,12.7,9.3,3.4,3.0,4.8,2.4,1.0,24.5,"Census Tract 65.01, Fresno County, California",6,19,6501
72.4,0.9,0.0,0.3,1.1,24.0,1.2,1400000US06019006502,4463,47.2,7.1,12.0,9.2,8.6,6.5,13.6,14.0,6.7,7.0,5.2,5.3,4.7,0.0,29.7,"Census Tract 65.02, Fresno County, California",6,19,6502
73.3,8.2,0.2,3.2,0.3,8.3,6.6,1400000US06019006603,2400,55.8,9.1,4.4,9.3,10.0,17.5,11.4,9.2,11.7,3.0,4.1,6.0,2.7,1.6,24.9,"Census Tract 66.03, Fresno County, California",6,19,6603
40.2,1.1,0.0,52.8,0.0,1.0,4.9,1400000US06081608004,8293,53.3,7.3,8.2,3.7,3.5,3.8,20.8,20.2,11.1,3.3,5.2,7.9,3.4,1.5,36.1,"Census Tract 6080.04, San Mateo County, California",6,81,608004
39.3,2.5,0.1,51.8,0.0,1.9,4.3,1400000US06081608023,2629,47.2,4.1,7.1,8.8,5.3,4.2,6.4,13.0,14.6,7.9,6.4,14.8,5.7,1.8,45.5,"Census Tract 6080.23, San Mateo County, California",6,81,608023
42.9,4.7,0.5,45.8,0.6,2.0,3.4,1400000US06081608100,3958,47.2,7.9,8.0,5.4,5.4,2.9,12.1,14.9,16.0,6.7,4.1,10.1,4.2,2.3,41.1,"Census Tract 6081, San Mateo County, California",6,81,608100
56.2,0.4,3.0,31.2,2.4,2.5,4.3,1400000US06081608502,2749,42.3,4.1,5.6,1.7,3.0,2.9,29.5,12.7,8.7,7.8,8.6,10.2,5.2,0.0,36.7,"Census Tract 6085.02, San Mateo County, California",6,81,608502
53.7,5.4,0.0,30.5,0.0,6.4,4.0,1400000US06081600100,5182,48.6,4.2,8.1,2.4,4.9,2.8,9.4,17.0,17.2,9.3,7.7,11.3,4.4,1.3,45.7,"Census Tract 6001, San Mateo County, California",6,81,600100
30.7,3.6,0.2,54.4,5.0,1.0,5.2,1400000US06081601100,6222,44.9,3.9,5.4,5.4,5.7,5.3,10.3,17.1,12.8,7.2,8.4,10.4,6.1,2.0,42.7,"Census Tract 6011, San Mateo County, California",6,81,601100
83.7,0.3,0.0,5.1,1.8,6.3,2.9,1400000US06083001304,8253,50.8,6.2,1.0,5.3,6.5,8.8,11.0,11.5,16.2,6.2,6.4,13.1,5.7,2.1,44.3,"Census Tract 13.04, Santa Barbara County, California",6,83,1304
71.1,5.4,0.1,12.9,0.3,2.8,7.3,1400000US06071002021,5330,51.2,3.1,7.2,4.4,11.1,6.5,8.2,12.3,15.6,9.2,10.1,9.9,1.8,0.4,43.6,"Census Tract 20.21, San Bernardino County, California",6,71,2021
52.7,7.6,2.0,22.8,0.0,10.3,4.6,1400000US06071002022,13151,52.7,5.3,9.5,10.0,5.8,5.1,10.8,13.6,17.6,7.3,4.8,6.5,2.9,1.0,38.8,"Census Tract 20.22, San Bernardino County, California",6,71,2022
61.4,6.1,1.1,6.3,0.0,19.0,6.1,1400000US06071002023,5879,45.1,5.9,6.7,7.7,3.2,5.1,19.6,10.8,11.0,5.7,5.5,11.1,5.7,2.1,36.9,"Census Tract 20.23, San Bernardino County, California",6,71,2023
78.0,2.5,0.1,5.6,0.0,8.2,5.7,1400000US06071002025,5043,50.7,6.1,3.4,8.9,6.4,6.3,9.8,11.9,14.3,7.1,6.7,11.4,5.1,2.6,43.1,"Census Tract 20.25, San Bernardino County, California",6,71,2025
62.6,8.8,0.0,6.0,0.0,13.2,9.4,1400000US06071002027,5715,43.3,4.7,5.0,8.1,11.0,7.8,11.3,10.7,17.0,7.7,5.5,7.4,2.8,0.9,37.0,"Census Tract 20.27, San Bernardino County, California",6,71,2027
66.7,7.2,0.0,6.5,4.8,9.5,5.4,1400000US06071002028,5162,47.0,6.0,6.6,8.2,5.9,8.1,14.2,13.0,11.6,7.4,6.3,9.2,2.5,1.0,35.5,"Census Tract 20.28, San Bernardino County, California",6,71,2028
69.7,6.7,0.0,12.7,0.0,8.3,2.5,1400000US06071002029,5973,46.9,6.1,4.0,8.0,7.8,7.1,11.3,11.4,15.5,11.4,6.7,7.2,2.9,0.7,38.2,"Census Tract 20.29, San Bernardino County, California",6,71,2029
54.5,5.3,0.0,23.5,0.0,9.3,7.3,1400000US06071002031,6434,52.0,5.9,6.5,7.5,7.4,8.2,11.8,13.1,18.9,7.6,4.9,6.4,1.3,0.5,37.1,"Census Tract 20.31, San Bernardino County, California",6,71,2031
63.0,9.0,0.5,11.9,0.0,10.6,5.0,1400000US06071002033,7912,47.7,5.3,8.7,6.4,6.6,9.5,15.3,10.8,11.5,8.4,8.5,6.6,1.8,0.6,33.7,"Census Tract 20.33, San Bernardino County, California",6,71,2033
52.8,12.3,1.3,20.2,0.0,8.9,4.6,1400000US06071002034,15816,50.8,8.4,4.0,6.4,6.6,5.9,19.4,13.0,16.0,5.4,4.1,8.4,1.9,0.3,33.8,"Census Tract 20.34, San Bernardino County, California",6,71,2034
55.4,8.0,0.3,15.4,0.4,9.7,10.8,1400000US06071002035,7268,51.4,7.4,4.5,4.8,9.8,5.3,14.6,16.0,15.7,7.4,3.2,7.6,2.7,0.8,37.1,"Census Tract 20.35, San Bernardino County, California",6,71,2035
44.2,23.6,2.0,21.9,0.0,4.7,3.6,1400000US06071002036,13635,44.4,10.1,8.0,9.2,5.3,8.1,18.5,15.3,10.1,4.5,4.0,5.7,1.1,0.3,30.1,"Census Tract 20.36, San Bernardino County, California",6,71,2036
49.8,7.3,3.0,4.2,0.5,28.1,7.2,1400000US06071002101,4810,49.0,7.4,7.7,4.7,6.4,12.1,15.8,14.8,13.3,4.5,4.8,4.7,3.2,0.7,32.9,"Census Tract 21.01, San Bernardino County, California",6,71,2101
38.9,17.3,0.8,11.5,0.0,23.2,8.4,1400000US06071002037,7758,47.0,6.5,5.0,8.4,13.1,8.3,9.9,14.2,17.0,3.8,4.7,7.2,1.9,0.0,34.4,"Census Tract 20.37, San Bernardino County, California",6,71,2037
63.9,1.7,0.0,23.9,0.1,3.1,7.2,1400000US06081608700,7153,50.9,8.5,5.2,6.2,6.4,6.6,9.5,16.7,12.9,6.2,4.8,8.0,6.0,3.0,38.9,"Census Tract 6087, San Mateo County, California",6,81,608700
78.4,0.6,0.3,13.3,0.0,3.3,4.1,1400000US06081609603,5432,45.6,4.6,6.8,5.7,5.8,4.7,5.5,15.2,16.1,8.9,7.3,8.6,8.0,2.9,46.2,"Census Tract 6096.03, San Mateo County, California",6,81,609603
24.8,13.4,1.8,7.2,8.6,39.6,4.7,1400000US06081611900,10333,53.0,5.7,8.8,5.3,6.5,10.0,15.0,13.8,18.4,5.9,2.8,5.8,1.8,0.0,33.8,"Census Tract 6119, San Mateo County, California",6,81,611900
86.2,0.1,0.0,8.7,0.0,0.1,4.9,1400000US06081612800,3606,49.8,7.1,14.4,10.9,2.0,4.0,6.4,12.0,16.5,7.1,5.9,7.6,3.7,2.4,41.1,"Census Tract 6128, San Mateo County, California",6,81,612800
40.1,1.0,0.0,43.0,0.9,9.6,5.5,1400000US06081601800,7169,42.3,8.6,4.8,4.5,5.2,5.5,12.5,15.3,10.3,6.9,7.0,10.1,5.0,4.4,40.0,"Census Tract 6018, San Mateo County, California",6,81,601800
19.6,9.6,0.0,51.6,0.0,13.5,5.7,1400000US06081600800,7410,45.8,4.0,4.8,5.7,5.0,15.6,23.9,11.7,10.6,4.6,3.9,5.4,4.0,0.8,29.4,"Census Tract 6008, San Mateo County, California",6,81,600800
29.9,1.2,0.0,48.1,0.0,17.9,3.0,1400000US06081601200,7126,47.4,4.1,5.9,2.8,3.2,6.7,25.0,12.4,14.1,5.9,6.7,7.3,3.8,2.1,35.8,"Census Tract 6012, San Mateo County, California",6,81,601200
15.6,1.8,0.3,73.5,1.1,2.8,4.9,1400000US06081602600,8195,48.5,2.9,4.7,4.1,5.6,3.9,16.6,18.5,8.7,8.1,10.3,10.0,4.6,2.0,42.1,"Census Tract 6026, San Mateo County, California",6,81,602600
70.9,2.7,0.2,9.8,0.0,7.2,9.2,1400000US06081603100,3482,47.8,7.8,5.1,4.5,5.7,5.2,7.2,11.8,17.7,9.9,11.6,7.8,4.8,0.9,46.6,"Census Tract 6031, San Mateo County, California",6,81,603100
