White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Name,State,County,Tract
61,9.7,0.5,4,0.4,12,12.3,1400000US06073016301,5290,52.2,8.2,9.2,5.6,5.3,7.8,22,13.7,10.1,5.9,5.4,4.3,1.4,1.1,28.8,"Census Tract 163.01, San Diego County, California",6,73,16301
86.4,2.1,0.6,4.8,0,2.5,3.6,1400000US06073016605,7123,46.6,5.3,3.6,3.5,4.3,6.8,12.7,10.1,13,7.7,7.5,13.9,9.1,2.4,47.3,"Census Tract 166.05, San Diego County, California",6,73,16605
77.7,0.5,0.2,5.3,0,1.1,15.1,1400000US06073016606,3948,48.6,6.1,7.2,7.7,5.6,6.5,10.3,17.1,16.3,7.1,5.4,5,4.2,1.4,38.7,"Census Tract 166.06, San Diego County, California",6,73,16606
86.3,2.2,0.5,3.7,0.4,2.8,4.2,1400000US06073016607,6972,54.1,7.3,5.2,5.5,5,8.6,16.7,10.9,10.8,8.7,5.6,10.4,2.3,3,37.4,"Census Tract 166.07, San Diego County, California",6,73,16607
88.8,0.5,0.1,3.3,0.7,1.1,5.5,1400000US06073016612,6037,51.4,7.1,5,6.7,5.6,4.2,14.7,12.8,13,10.5,6.9,9.8,2.7,0.9,38.4,"Census Tract 166.12, San Diego County, California",6,73,16612
93.9,0.7,0,0.8,0.4,0,4.2,1400000US06073016802,7236,52.6,3.4,4,5.5,3.7,6.7,11.1,9.4,13,8.5,9.1,13.1,9.8,2.9,50.1,"Census Tract 168.02, San Diego County, California",6,73,16802
86.1,2.3,0,1.4,3.3,4,3,1400000US06073016806,4691,50.4,4.5,6.3,7.2,6.5,3.9,16.2,12.3,15.9,5.4,7.2,8.6,3.3,2.6,40.6,"Census Tract 168.06, San Diego County, California",6,73,16806
58.5,1.9,0.6,32.6,0,0.7,5.7,1400000US06073017030,23397,47.9,10.4,10.8,8.3,4.3,3,11.2,19.3,13.8,4,3.2,4.9,4.7,2.2,36.4,"Census Tract 170.30, San Diego County, California",6,73,17030
69.6,0.4,0,19.3,0,3.4,7.3,1400000US06073017031,4125,46.8,8.2,9.3,6.7,6.1,6.5,12.6,18.2,12.9,6.4,3.8,4.2,4.8,0.4,35.2,"Census Tract 170.31, San Diego County, California",6,73,17031
55.9,2,0,34.1,0,0.2,7.8,1400000US06073017042,8045,44.3,9.1,7.1,7.2,6.1,5.3,12.8,15.1,16,7.3,7.3,4.8,1.1,0.6,36.6,"Census Tract 170.42, San Diego County, California",6,73,17042
59.2,3.1,0,31.7,0,0.9,5.1,1400000US06073017044,5696,47,8.5,8.6,9.7,7,2.3,10.4,16.6,17.8,7,4.4,6,1.5,0.4,37.3,"Census Tract 170.44, San Diego County, California",6,73,17044
55.5,1.5,0,35,0,1,7,1400000US06073017045,2714,48.3,6.8,4.8,8.4,9.5,3.3,4.8,14.1,19.8,9.9,7.5,6.5,2.3,2.3,43.4,"Census Tract 170.45, San Diego County, California",6,73,17045
78.2,9,1.1,1.8,0.3,5.9,3.6,1400000US06073018700,38932,71.6,11.8,6.9,3.2,13.5,36.2,21.3,5.5,0.9,0.3,0.1,0.1,0,0,21.7,"Census Tract 187, San Diego County, California",6,73,18700
78.6,1.1,0.4,5.9,0,8.3,5.7,1400000US06073018803,4884,55.4,5.3,2.8,5.1,7.4,4.2,11.3,8.8,15.8,8.8,7.2,14.8,6,2.4,48.5,"Census Tract 188.03, San Diego County, California",6,73,18803
74.6,0.9,8.1,5.2,0,4.3,6.9,1400000US06073019106,8883,49.4,6.4,7.2,6.4,7.9,5.6,8.6,10.6,16,9.1,8.1,9.6,3.4,1.2,42.8,"Census Tract 191.06, San Diego County, California",6,73,19106
87.7,2.6,0,1.9,0,4.6,3.2,1400000US06073019601,6824,46.7,7.6,8.9,7,4.5,7.6,15.9,11.6,14.3,6.2,6,5,2.4,2.9,33.9,"Census Tract 196.01, San Diego County, California",6,73,19601
94.3,1.4,0,2.7,0,0.3,1.3,1400000US06073008200,2900,44,3.6,2.5,3.4,2.4,2.4,10.9,10.6,10.4,9,9.2,14,10.1,11.5,57.8,"Census Tract 82, San Diego County, California",6,73,8200
84.1,0.6,0,7.8,0,0.9,6.6,1400000US06073008301,2996,46.7,4.1,4.7,6.1,5,2.5,7.8,9.2,15.5,6.6,5.9,14.6,13.5,4.3,51.4,"Census Tract 83.01, San Diego County, California",6,73,8301
55.2,3.4,1.2,30.7,0,1.4,8.1,1400000US06073008305,1877,48,13.9,4.3,1.3,0.6,13.1,44.6,10,4.7,1,1,4.1,0.3,1.1,27.4,"Census Tract 83.05, San Diego County, California",6,73,8305
76.5,1.9,3.4,8.3,0.4,2.8,6.7,1400000US06073008307,3870,52,4.1,4,4.5,3.3,15.1,8.2,10.5,11.9,5.8,8,12.8,7.9,4,45.5,"Census Tract 83.07, San Diego County, California",6,73,8307
83.6,0.2,0,11,0.2,1.1,3.9,1400000US06073008324,7222,51.2,4.2,10.3,4.8,1.9,2.8,9.8,15.1,15.7,7.3,7.9,14.5,4.4,1.3,45.6,"Census Tract 83.24, San Diego County, California",6,73,8324
60,1.3,0,5.8,0,30.4,2.6,1400000US06047000802,3996,52.7,9.5,6.3,7.9,7.8,5.9,13.5,11.9,14.1,6.4,4.6,5,4.7,2.5,33.3,"Census Tract 8.02, Merced County, California",6,47,802
66.1,2.5,0.7,0.9,0,26.2,3.6,1400000US06047000901,3836,62.9,8.3,6.4,8.8,9.1,7.9,17.7,12,13.7,4.4,5.5,4.2,1.7,0.2,29.6,"Census Tract 9.01, Merced County, California",6,47,901
59.7,0.9,0.2,13.8,0.4,18.3,6.7,1400000US06047000902,9811,51.5,7.8,9.8,10.9,8.4,3.9,14.4,11.6,11.9,6,4.5,7.2,3,0.5,30.7,"Census Tract 9.02, Merced County, California",6,47,902
65.8,3.9,0.3,6.6,0,16.3,7.1,1400000US06047001200,5431,49.7,7.1,9.6,8.3,4.8,3.4,14.2,12.3,12.6,3.9,7.2,10,4.1,2.5,36.4,"Census Tract 12, Merced County, California",6,47,1200
63.3,1.3,0.4,5.6,0,24.8,4.7,1400000US06047001401,4503,48.6,10.4,8.3,5.4,6.4,9,19.8,11.5,11.6,5,3.1,5.1,3.6,0.8,31.1,"Census Tract 14.01, Merced County, California",6,47,1401
65.6,6,0.3,0.9,2.1,20.5,4.5,1400000US06031001100,6999,47.2,10.7,9.2,7.9,8.7,6.5,13.7,12.8,9.8,5.3,4.1,5.4,4.3,1.5,30.3,"Census Tract 11, Kings County, California",6,31,1100
60.1,14.8,0.3,4,4.3,12.2,4.3,1400000US06073013503,6365,48.4,7.9,4.4,5,7.9,6.8,12,14.2,14.9,8.5,3.8,11.3,2.1,1,39.2,"Census Tract 135.03, San Diego County, California",6,73,13503
69.4,11.8,0.3,5.7,1.2,6.3,5.4,1400000US06073013506,4392,49.8,6.9,8.2,7.4,9.4,6.8,16.8,10.1,8,8,7.3,6.4,3.8,0.9,32.1,"Census Tract 135.06, San Diego County, California",6,73,13506
64.5,14.5,0.2,3.1,0.8,9.8,7.1,1400000US06073013702,5811,50.4,9.3,7.5,6.7,7.1,9.2,14.8,13.1,11.8,5.1,5.1,6.6,3.3,0.4,32.2,"Census Tract 137.02, San Diego County, California",6,73,13702
64.6,11.8,0,9.6,0.4,7.6,6.1,1400000US06073014002,4672,49.9,6.4,6.5,5.3,8.5,8.1,15.4,14.6,11.2,5.6,5.4,6.5,2.8,3.8,34.8,"Census Tract 140.02, San Diego County, California",6,73,14002
80.6,4.9,0.7,2.1,0,5.7,6,1400000US06073014101,3502,45.7,6.6,8.4,7.8,4.1,5.2,14.5,16.6,9.3,6.4,7.3,8.3,3.2,2.4,35.9,"Census Tract 141.01, San Diego County, California",6,73,14101
82.9,4.9,0,7.5,0,3.1,1.6,1400000US06073014804,4210,44.1,5.8,7.6,4.5,3.5,5.2,11.3,19.7,8.1,5.9,5.8,10.1,6.6,5.9,41.8,"Census Tract 148.04, San Diego County, California",6,73,14804
77.9,0.6,0,11.1,0,4.6,5.9,1400000US06073019904,7165,49.4,5.3,4.9,3.5,7.8,7.4,17.9,10.5,17.5,7.1,4,7.6,5,1.4,36.4,"Census Tract 199.04, San Diego County, California",6,73,19904
85,2.2,0.2,3.3,1.7,5.7,1.9,1400000US06097153403,3825,51.7,5.3,5.5,3.8,3.8,5.6,10.3,13.1,13.7,8.8,9.2,11.7,5.6,3.7,46.8,"Census Tract 1534.03, Sonoma County, California",6,97,153403
70.4,1.6,2.3,4.4,0,15.1,6.2,1400000US06097153801,10481,52.9,4.3,6.6,7.5,11.9,6.4,8.3,15.8,16.8,6,5.9,5.8,4.4,0.4,38.7,"Census Tract 1538.01, Sonoma County, California",6,97,153801
94.7,0,0.2,0.5,0,4.3,0.2,1400000US06097150100,2456,48.1,3.8,1.7,5.7,3.8,3.7,12.5,9.7,14,9.8,10.1,9.9,10.7,4.6,53,"Census Tract 1501, Sonoma County, California",6,97,150100
76.2,0,0.2,4,0,16.8,2.7,1400000US06097150603,7481,50.4,5,3.9,7.7,2.4,6.7,13.8,14.1,11,7.7,5.4,13.3,5.4,3.6,41.8,"Census Tract 1506.03, Sonoma County, California",6,97,150603
89.8,0.7,0.2,3.7,0.3,0.9,4.3,1400000US06097150702,5021,45.3,6.2,6.3,6.2,6.3,1.6,6.3,16.2,14,7.5,10.9,13.5,4.4,0.8,45.4,"Census Tract 1507.02, Sonoma County, California",6,97,150702
88.9,0.7,0.2,2.1,0,6,2.2,1400000US06097151000,4209,50.1,1.4,4,6.4,6.5,9.2,10.6,9.2,17.7,9.4,6.2,13.1,4.1,2.2,46.5,"Census Tract 1510, Sonoma County, California",6,97,151000
63.2,1.1,0,5.9,0.8,21.3,7.7,1400000US06097151301,4874,47.3,9.1,5.6,6.2,6.6,12.7,18.3,8.7,12.6,5.7,5.1,5.7,2.7,0.9,31.8,"Census Tract 1513.01, Sonoma County, California",6,97,151301
80,3,2.7,2.2,0,5.3,6.7,1400000US06097152203,3501,48.6,2.7,5.5,2.8,3.9,10.3,11.3,11.2,14.5,8.9,7.2,13.4,7,1.4,46.2,"Census Tract 1522.03, Sonoma County, California",6,97,152203
76.6,0.2,0,5.7,0.2,11.7,5.6,1400000US06097153005,7024,49.4,3.5,7.6,6,7.2,5.4,7.8,16.8,15.7,7.8,6.4,11,3.3,1.7,42.2,"Census Tract 1530.05, Sonoma County, California",6,97,153005
54.7,3.7,4.5,6.9,1,20.9,8.3,1400000US06097153200,8621,52.5,10,8.6,5.4,8.1,7.3,19.9,15.5,10.8,5.6,2.6,4.1,1.7,0.3,30.2,"Census Tract 1532, Sonoma County, California",6,97,153200
86.5,0.5,0,1.4,0.4,6.8,4.4,1400000US06097153502,4591,50.4,3.6,4.1,6.1,6.4,4.4,6.8,8.9,16.2,8.1,8.1,21.1,4.7,1.5,51.4,"Census Tract 1535.02, Sonoma County, California",6,97,153502
85.3,0.7,1.6,2,0.3,1.8,8.3,1400000US06097153704,3950,50,2.1,3.6,5.9,3,2.8,13.4,12.5,16,7,9.5,17.1,4.9,2.1,49.5,"Census Tract 1537.04, Sonoma County, California",6,97,153704
74.5,0.6,1.5,2,0,6.4,14.9,1400000US06097153901,5144,43.8,1.8,4.8,5,2.6,6.2,11.3,5.2,19.9,5.8,9.9,17.7,5.8,3.9,50.7,"Census Tract 1539.01, Sonoma County, California",6,97,153901
92,0.8,0.2,1.1,0,1.5,4.3,1400000US06097150902,3247,47.4,6.7,5,5.8,3.6,3.1,12.8,14,12.4,7.6,11.6,11.5,5.2,0.8,44,"Census Tract 1509.02, Sonoma County, California",6,97,150902
70.2,1.9,0.3,6.6,0,14.6,6.4,1400000US06097151306,3599,46.2,7.1,4.9,5.4,7.1,5.2,15.8,11.7,9.5,8,7.8,11.5,5.4,0.6,38.8,"Census Tract 1513.06, Sonoma County, California",6,97,151306
92.2,0,0.5,0.9,0,5.2,1.1,1400000US06097153903,4048,45.5,2.9,3.2,9.4,6.7,3.3,8.4,12.5,12.3,8,11.6,13.9,6.1,1.8,48.3,"Census Tract 1539.03, Sonoma County, California",6,97,153903
71.9,0.7,0.5,0.7,0.6,22.8,2.8,1400000US06097154100,3845,53.6,4.7,4.3,4.9,5.2,5.2,12,9.8,13.3,9.9,8.2,12.2,6.7,3.6,48.8,"Census Tract 1541, Sonoma County, California",6,97,154100
54,14.1,0,9.1,0.3,15.8,6.7,1400000US06067006900,4626,51.8,6,4.6,9.1,8.7,8.3,10.7,8.9,17.8,4.5,7.5,7.1,6.3,0.5,36.7,"Census Tract 69, Sacramento County, California",6,67,6900
90.3,3.1,0,2,0,0.4,4.2,1400000US06067008137,2450,48.7,7,9.6,6.4,5,4.8,17.8,11.8,14.7,4.6,4.4,7.1,5,1.8,34.1,"Census Tract 81.37, Sacramento County, California",6,67,8137
87.8,2.1,0,5.8,0,0.1,4.2,1400000US06067008210,5908,48.6,1.8,5.1,3.6,6.9,3.6,6.1,7.7,19,6.2,8.5,18.4,10.3,2.9,52.8,"Census Tract 82.10, Sacramento County, California",6,67,8210
82.7,0.3,0.2,6.7,0,3.1,7,1400000US06067008404,3471,50.2,6.4,6.3,6.8,4.8,6.3,17.1,9.7,15.3,6.9,6.3,7.2,3.9,3.1,37.9,"Census Tract 84.04, Sacramento County, California",6,67,8404
84.5,0.7,0,12,0,0.4,2.4,1400000US06067008702,2691,51.7,1.7,2.5,5.3,4.7,3.6,4.1,5.6,14.1,12,11.3,22.3,10.3,2.5,59.3,"Census Tract 87.02, Sacramento County, California",6,67,8702
69.9,4.8,5.1,4.1,0,9.5,6.5,1400000US06067008905,4679,46.8,2.7,6.1,7,8.4,5.5,12.9,12.4,17.3,7.4,6,6.3,5.2,3,40.4,"Census Tract 89.05, Sacramento County, California",6,67,8905
67.4,4.9,0.6,8.1,0.3,12.7,6.1,1400000US06067008908,4888,54.6,4.7,5.9,4.7,1.8,5.3,18.4,9.5,12.3,9.7,6.1,11.9,7.3,2.4,44.9,"Census Tract 89.08, Sacramento County, California",6,67,8908
73.6,7.7,1,4.7,0,4.6,8.3,1400000US06067008910,3828,51.3,8.4,6.9,5.2,4.2,8.9,17.9,18.1,11.3,4.2,4.4,4.3,5.2,1.1,34.4,"Census Tract 89.10, Sacramento County, California",6,67,8910
86.5,0.1,0,5,0,2.3,6.2,1400000US06067000200,3824,44.9,8.2,2.7,6,3,1.8,13.7,14.4,13.9,9,9.9,11.3,3.9,2.2,45.1,"Census Tract 2, Sacramento County, California",6,67,200
71.7,8.9,2.3,2.6,0,5.2,9.3,1400000US06067000400,3851,46.4,5.2,1,0.3,0.6,6.2,44.3,12.8,9.8,4.4,5,7.3,0.9,1.9,33.3,"Census Tract 4, Sacramento County, California",6,67,400
43.3,20.1,0.7,19.2,1.4,11.2,4.2,1400000US06067004202,6259,48.5,8.9,8.1,6.3,5,7.7,10.3,13.4,12.3,4.2,6.6,9.5,5.1,2.6,39.4,"Census Tract 42.02, Sacramento County, California",6,67,4202
27,22.3,0,25,4,9.9,11.9,1400000US06067004203,5618,48.6,12.7,9.3,7.5,8.3,8.8,16.8,11.8,10.9,3,2.8,6.3,1.5,0.1,26.3,"Census Tract 42.03, Sacramento County, California",6,67,4203
17.1,24.1,0,30.3,6.3,7.4,14.9,1400000US06067004300,9159,51.9,7.4,11.4,7.2,10,7.2,17.2,12.7,7.9,5.2,3.5,9,1.1,0.3,29.1,"Census Tract 43, Sacramento County, California",6,67,4300
69.7,4,1.4,4.7,0,10.8,9.4,1400000US06067005202,3642,41.2,5.2,3.1,3.5,8.9,17.4,13.6,9.6,13.1,3,3.4,10.8,6.2,2.2,34.3,"Census Tract 52.02, Sacramento County, California",6,67,5202
49.4,15.8,0.3,4.8,0,15.3,14.3,1400000US06067005505,5967,54.3,11.6,8.5,5.4,8,6.6,17.2,11.5,9.2,7.2,3.5,6.2,3.6,1.5,30.5,"Census Tract 55.05, Sacramento County, California",6,67,5505
75.4,0,0,18.9,0,0.4,5.3,1400000US06075042800,2490,48,6.5,7.3,8.8,6.5,1.2,7,11,19.6,8.2,3.9,10.9,5.3,3.8,46.1,"Census Tract 428, San Francisco County, California",6,75,42800
24.6,1.3,0,48.6,0,21.3,4.2,1400000US06037482702,2399,48.9,2.8,3,3.9,6.9,5.3,12.9,12.1,13,7.6,6.8,12,7.9,5.8,47.7,"Census Tract 4827.02, Los Angeles County, California",6,37,482702
70.8,0.3,0,11.9,0.6,10.8,5.6,1400000US06037500201,6978,50.5,2.6,5.6,6.6,4.8,8.6,8.4,11,16.4,8.1,6.6,10.5,7.1,3.8,46.5,"Census Tract 5002.01, Los Angeles County, California",6,37,500201
63.7,0.7,0.7,14.1,0,15,5.8,1400000US06037500202,4815,50.8,3.6,6.2,6.4,6,5.9,10.1,11.1,15.6,7.3,5.1,10.3,8.7,3.8,45.4,"Census Tract 5002.02, Los Angeles County, California",6,37,500202
66.4,9.2,3.1,0.3,0,18.9,2.1,1400000US06037532304,4176,50.6,2.8,6.7,8.7,6.6,6.6,17.9,10.9,14.5,8,7,7.5,2.6,0.3,35.4,"Census Tract 5323.04, Los Angeles County, California",6,37,532304
67.1,0.9,0,0.2,0.8,30.8,0.2,1400000US06037532606,4386,52.4,9.3,8.6,5.9,6.1,5.7,16.8,14,14.8,4.8,3.5,5.8,3.4,1.3,33.4,"Census Tract 5326.06, Los Angeles County, California",6,37,532606
38.5,7.2,0.6,0.1,0,52.1,1.5,1400000US06037532800,4334,48.9,13.6,10.2,9.8,9.2,7.5,16.8,11.8,9.6,4.2,2.6,3.2,0.3,1.1,24.8,"Census Tract 5328, Los Angeles County, California",6,37,532800
40.3,6.8,3,0,0.2,49.1,0.7,1400000US06037532900,7226,52.1,9.2,9.4,9.5,7,8.6,18.2,11.2,13.1,5.2,2,3.7,2.2,0.7,28.6,"Census Tract 5329, Los Angeles County, California",6,37,532900
28,14.9,0,29,0,24.4,3.8,1400000US06037603102,3742,49.8,5.4,5.3,4.5,6,5.1,12.1,14.9,13.9,8.1,4.3,7.9,8.6,3.9,41.7,"Census Tract 6031.02, Los Angeles County, California",6,37,603102
56.7,3.1,0.1,4.3,1.1,32.3,2.4,1400000US06037551700,6186,48,6.2,6.1,10.7,9.3,9.1,13.6,12.2,11.6,8,3.2,6.7,2.1,1.2,31.8,"Census Tract 5517, Los Angeles County, California",6,37,551700
34.9,4.8,0,14.1,0,44.1,2.1,1400000US06037552100,6527,49.1,8.1,7.7,8.7,7.1,3.6,13.8,12.3,10.6,5.7,5.8,7.9,6.2,2.6,35.4,"Census Tract 5521, Los Angeles County, California",6,37,552100
49,1.2,0.2,5.5,0,38.6,5.4,1400000US06037552601,5245,49.7,8.2,5.1,7.9,8.4,9.2,17.8,10.7,14.7,6.1,3.1,5.5,2.5,0.7,29.8,"Census Tract 5526.01, Los Angeles County, California",6,37,552601
44.4,37.1,0.3,3.9,0.9,5.8,7.6,1400000US06001401500,2663,50.9,3.2,0.8,3.3,2.1,6.4,30.6,16.7,13.2,8.3,3.6,8.8,2.9,0.2,36.4,"Census Tract 4015, Alameda County, California",6,1,401500
40,28.8,0,8.9,0.3,16.7,5.4,1400000US06001401700,3002,58.6,8.8,6.1,1.4,1.8,4.4,25.2,18.4,18,3.3,4.1,4.8,2.2,1.4,35.9,"Census Tract 4017, Alameda County, California",6,1,401700
33.5,28.4,1.2,19.1,0,11.3,6.5,1400000US06001402200,2527,56,4.7,7.4,4.2,5.2,8.7,23.5,17.8,7.3,5.4,6.1,4.6,3.4,1.6,32.9,"Census Tract 4022, Alameda County, California",6,1,402200
44.9,6.7,1.5,33.7,0,6,7.2,1400000US06075012000,3993,62.2,0.8,1.2,1.1,2,7,32.8,17.9,12.3,5.1,10.7,5.9,3.3,0,38.3,"Census Tract 120, San Francisco County, California",6,75,12000
82,0.6,0,9.1,0.5,2.9,4.9,1400000US06075012700,4027,46.1,2.2,1.6,3.6,2.3,2.5,29.7,17.7,15,2.2,5.4,6.5,7.3,4,38.9,"Census Tract 127, San Francisco County, California",6,75,12700
79.3,3.1,0,14.1,0,2.7,0.8,1400000US06075013200,4274,52.9,4.4,6.3,4.3,1.7,1.6,18.1,21,13.1,4.9,6.1,12.8,5.1,0.7,41.3,"Census Tract 132, San Francisco County, California",6,75,13200
73,2.2,0,14.7,0.3,3.5,6.3,1400000US06075013300,4729,44.2,8.4,4.7,4.7,2.6,5.9,16.1,14.3,12.3,8.1,5,7.9,7,3,40,"Census Tract 133, San Francisco County, California",6,75,13300
67.7,2.2,1,22.8,0,1.5,4.9,1400000US06075013500,2673,49.4,5.3,2.7,2.5,0.4,4,28.6,17.7,12.7,3.9,5.7,8,6,2.4,38.7,"Census Tract 135, San Francisco County, California",6,75,13500
64.8,13,0,14.2,0.9,3.2,3.9,1400000US06075015300,2236,48.3,6.1,1,4.5,1.7,3.2,32.5,17.4,10.1,4.4,5.9,7.7,2.7,2.9,35.3,"Census Tract 153, San Francisco County, California",6,75,15300
82.9,4.1,0,7.7,0,0.8,4.5,1400000US06075016700,5225,51,3.8,1.2,0.9,3,5.5,37.1,20.9,14.7,3,3.9,3.3,2,0.7,34.2,"Census Tract 167, San Francisco County, California",6,75,16700
55.8,3.2,0.1,16.5,0.8,16.4,7.1,1400000US06075020200,6181,58.7,2.8,2.2,3.1,1.7,3.6,29.2,19.7,12.6,7.4,4,6.6,4.9,2.1,37,"Census Tract 202, San Francisco County, California",6,75,20200
78.8,3.3,0,13.4,0,1.9,2.6,1400000US06075020500,2949,64.7,3.9,3.8,1.7,2.2,2.4,23.7,16,21.9,5.6,7.6,9.5,0.9,0.8,41.7,"Census Tract 205, San Francisco County, California",6,75,20500
66.3,2.4,0.4,12.8,0,9,9.2,1400000US06075021000,4692,57.9,2.9,4.7,0.6,0.6,2.8,31.5,23.2,12.5,2.2,8.4,7.6,2.3,0.8,37.3,"Census Tract 210, San Francisco County, California",6,75,21000
7.6,11.1,0.3,74.2,0,2.8,4.1,1400000US06075023001,5095,50,5.9,3.9,5.7,5,5.4,14.1,10.9,17.8,6.9,8.8,9.6,4.2,2.1,44.3,"Census Tract 230.01, San Francisco County, California",6,75,23001
41.6,4.3,0.7,36.3,3.3,7.2,6.7,1400000US06075035202,4960,54.5,5.9,3,2.8,4,5.2,23.4,12.8,14.8,6.7,5.4,10.1,3.8,2.1,38.3,"Census Tract 352.02, San Francisco County, California",6,75,35202
38.6,4.3,0,49.9,0.4,2,4.7,1400000US06075042700,5422,46.3,5.1,2.7,2.2,1.3,8.5,16.6,11.9,11.6,9.3,8.9,13,4.3,4.4,45.8,"Census Tract 427, San Francisco County, California",6,75,42700
75.5,1,0,7.8,0,7.6,8,1400000US06075060100,4119,46.1,7.3,5.7,6.2,5.3,12.4,26.5,15.1,11,5.1,2.1,2.7,0,0.6,29.4,"Census Tract 601, San Francisco County, California",6,75,60100
17.6,16,0.6,49.5,0.2,12.9,3.1,1400000US06075031400,6743,52.7,3.3,4.8,4.3,3.7,7.8,20.7,10,15.6,6.6,9.9,6.6,4.5,2.2,39.9,"Census Tract 314, San Francisco County, California",6,75,31400
57.4,1.5,0,36.2,0,1.1,3.7,1400000US06075040100,4436,47.1,7.4,2.8,1.4,1.6,4.1,32.6,16.4,9.9,4.2,5,7.9,4.4,2.3,35.1,"Census Tract 401, San Francisco County, California",6,75,40100
14.7,28.6,0.2,15.6,0,36.2,4.8,1400000US06075023200,4179,45.6,6,5.5,4.4,5.6,7.6,16.7,13.5,12.6,11.8,4.7,6.3,2,3.3,37.9,"Census Tract 232, San Francisco County, California",6,75,23200
73.3,2.2,0,20.1,0,1.8,2.6,1400000US06075030102,5255,52.2,2.5,5.1,3.2,6.5,2.8,27.6,15.9,14.4,3.5,5.6,5.9,3.3,3.7,36.4,"Census Tract 301.02, San Francisco County, California",6,75,30102
40.5,0.2,0,48.4,1.1,3,6.6,1400000US06075032700,6681,50.3,3.2,3.7,2.8,4.2,5.6,19.4,9.8,15.1,8.9,4.9,14,6.2,2.3,46.3,"Census Tract 327, San Francisco County, California",6,75,32700
38.1,0.3,0.4,53.7,0,2.6,4.9,1400000US06075035201,5987,52.3,6.1,4.7,4.2,3.5,4.7,19.3,15.2,12.3,7,6.7,8.7,4.9,2.7,38.1,"Census Tract 352.01, San Francisco County, California",6,75,35201
50.4,4.6,0.3,12.4,0,24,8.4,1400000US06037403802,6412,48.1,6.3,7.8,6.6,5.4,6.9,12.4,16.3,14.7,6.6,5.5,8.4,1.9,1.1,39.3,"Census Tract 4038.02, Los Angeles County, California",6,37,403802
42.5,3.4,3.4,20.8,0,21.6,8.3,1400000US06037404901,5722,51.4,7.3,5.9,7.3,5.4,5.3,16.5,14.9,10.9,8.5,5.6,9,2.4,0.9,36.5,"Census Tract 4049.01, Los Angeles County, California",6,37,404901
47.9,2.5,0.4,22.2,0.2,22.5,4.4,1400000US06037405500,6689,47.8,6.9,7.4,6.4,7,5.1,13.1,17.1,10,8.6,5.9,7.5,4.1,0.9,36.8,"Census Tract 4055, Los Angeles County, California",6,37,405500
33.2,1.5,0.2,24.4,1.2,34.4,5,1400000US06037408401,4629,51.6,4.7,4.1,8.8,9.4,6.2,10.8,15.2,12.9,4.5,7.2,9.5,4.2,2.7,38.7,"Census Tract 4084.01, Los Angeles County, California",6,37,408401
54.8,1.3,1.8,22.3,0,18.1,1.7,1400000US06037408402,6468,49.5,4,3.7,6.4,7.3,6.7,12,9.1,16.9,8.7,6.4,9.7,7,2.1,45.2,"Census Tract 4084.02, Los Angeles County, California",6,37,408402
35.9,1.3,0,53.3,0,3.9,5.6,1400000US06037430600,4456,47.7,4.8,5.6,6.6,6.2,4.2,8.6,11.4,14.5,9.1,8.8,7.7,10.7,1.8,46.4,"Census Tract 4306, Los Angeles County, California",6,37,430600
50.5,10,1.2,10.7,0,18,9.6,1400000US06037431200,6428,50.8,6.6,5.6,5.6,6.7,11.1,16.2,11.3,13,9,4.1,7.7,2.1,1.1,34.1,"Census Tract 4312, Los Angeles County, California",6,37,431200
34.8,0.9,0.3,35.3,0,26.9,1.7,1400000US06037432402,7182,45.6,7.1,6.6,6.4,5.9,7.4,13.2,14.4,11.9,7.3,4.3,6.2,7.9,1.3,38,"Census Tract 4324.02, Los Angeles County, California",6,37,432402
74.2,2.2,0,3.6,0.5,17.7,1.9,1400000US06037124203,2537,52.9,5.4,3.2,2.8,4.1,11.1,21.1,14.9,11.7,8.8,5.9,6.9,2.4,1.5,35.7,"Census Tract 1242.03, Los Angeles County, California",6,37,124203
57.2,2.9,2.6,4.9,0,31.4,1.1,1400000US06037124204,2152,51.3,0.9,1.6,5.7,2.4,5.8,27.7,14.4,17.3,12.3,2.1,5.4,4,0.3,40.5,"Census Tract 1242.04, Los Angeles County, California",6,37,124204
70.9,12,0,9.4,0,2.8,4.9,1400000US06037124902,2654,48.9,3.8,4.4,4.3,3,8.2,20.6,11.6,9.8,7.4,5.5,9.8,6.6,4.9,38.3,"Census Tract 1249.02, Los Angeles County, California",6,37,124902
85.5,2.3,0,6.2,0,1.4,4.7,1400000US06037124903,3587,48.3,4.2,2.2,1.5,4.9,6.4,24.2,15.6,14.3,6,6.5,7.8,4.7,1.8,38.2,"Census Tract 1249.03, Los Angeles County, California",6,37,124903
66,14.3,0,11.9,0.3,2.2,5.3,1400000US06037125401,4729,51.3,4.1,0.9,0.8,0.8,9.6,47.7,14.8,11.9,2.7,1.3,0.9,4.1,0.4,32.4,"Census Tract 1254.01, Los Angeles County, California",6,37,125401
